dataname,dataset,datatype,mean_hamming,median_hamming,sd_hamming
EMGT00050000000315,Drosophila,AA,0.4207648522418499,0.4659090909090909,0.13370127840345983
EMGT00050000000315,Drosophila,NT,0.4104892180275563,0.45132902298850575,0.12046346222354455
EMGT00050000000320,Drosophila,AA,0.29134646639722156,0.3426013195098963,0.10694167308546072
EMGT00050000000320,Drosophila,NT,0.30129043335931455,0.3409378960709759,0.10417289945629594
EMGT00050000000324,Drosophila,AA,0.35769510708361846,0.42595529275138827,0.12224162410538399
EMGT00050000000324,Drosophila,NT,0.34866344995273413,0.41273017287022484,0.12114912198282243
EMGT00050000000331,Drosophila,AA,0.30149932817586644,0.321651598925649,0.13985262242192426
EMGT00050000000331,Drosophila,NT,0.3269695261652743,0.35631320148521006,0.14787732853030552
EMGT00050000000332,Drosophila,AA,0.2323503154728958,0.2778696658948065,0.09361492455882695
EMGT00050000000332,Drosophila,NT,0.27532159164561404,0.32522630603119207,0.10485565772484479
EMGT00050000000354,Drosophila,AA,0.17703698302709517,0.20099658290889444,0.07924576573829065
EMGT00050000000354,Drosophila,NT,0.23480108414073886,0.2752084549320437,0.09247658868404598
EMGT00050000000356,Drosophila,AA,0.3444668095411375,0.28774948627270147,0.14103655660360395
EMGT00050000000356,Drosophila,NT,0.3909622431002412,0.34865370587367983,0.12897815712438124
EMGT00050000000360,Drosophila,AA,0.3021399591722813,0.3443522672145294,0.11289604613680775
EMGT00050000000360,Drosophila,NT,0.30161758408705114,0.3546157007009633,0.11722925174536379
EMGT00050000000361,Drosophila,AA,0.4273268197364021,0.45132743362831856,0.16880307532109234
EMGT00050000000361,Drosophila,NT,0.41315546842989015,0.4277286135693215,0.1576852476053145
EMGT00050000000362,Drosophila,AA,0.3938188210978143,0.46365105008077545,0.16192636080606518
EMGT00050000000362,Drosophila,NT,0.3694285116844347,0.43195026354912824,0.1482607360988645
EMGT00050000000363,Drosophila,AA,0.1752290793632439,0.20131564844587352,0.078984919737536
EMGT00050000000363,Drosophila,NT,0.24928265893873272,0.29337548731675867,0.09653016356048405
EMGT00050000000364,Drosophila,AA,0.3420846944120054,0.38971494848592503,0.11607845837385565
EMGT00050000000364,Drosophila,NT,0.32670441491329033,0.36867627391577285,0.10831381788702393
EMGT00050000000365,Drosophila,AA,0.6067583391387771,0.7388781431334622,0.19581623070887694
EMGT00050000000365,Drosophila,NT,0.5152385403269208,0.592794017675051,0.1464873639621183
EMGT00050000000366,Drosophila,AA,0.3252845546801666,0.36921420882669537,0.11283458234394755
EMGT00050000000366,Drosophila,NT,0.33212811422065397,0.3738914508691025,0.10940405949604724
EMGT00050000000367,Drosophila,AA,0.4533020102344367,0.5259507567793407,0.15230722101916494
EMGT00050000000367,Drosophila,NT,0.40435687320507585,0.4725350619470917,0.13739127360831685
EMGT00050000000368,Drosophila,AA,0.3640633330939543,0.471051645599574,0.22820931870852296
EMGT00050000000368,Drosophila,NT,0.3368671786068802,0.40996046939695296,0.16508629660925747
EMGT00050000000370,Drosophila,AA,0.49818347431759524,0.5702230259192285,0.17386874417065978
EMGT00050000000370,Drosophila,NT,0.45472264759815706,0.5153802604264955,0.15579622485119105
EMGT00050000000371,Drosophila,AA,0.2814115408608708,0.34695393759286774,0.13156310566250462
EMGT00050000000371,Drosophila,NT,0.31132862244162957,0.38688863079106983,0.1300374468950475
EMGT00050000000374,Drosophila,AA,0.7140596290533601,0.7674943566591422,0.15918226692774443
EMGT00050000000374,Drosophila,NT,0.5743893779934576,0.6132275132275132,0.12047140960831151
EMGT00050000000375,Drosophila,AA,0.4447263887410035,0.50105621092131,0.17210569939130152
EMGT00050000000375,Drosophila,NT,0.42173294410287365,0.4630435606060606,0.15828334612009703
EMGT00050000000376,Drosophila,AA,0.11716475545047084,0.12618618542509258,0.05483944199019739
EMGT00050000000376,Drosophila,NT,0.21201262773171994,0.24336075216448722,0.08287325649752329
EMGT00050000000378,Drosophila,AA,0.2807509273132229,0.3328203412512546,0.12351515277753466
EMGT00050000000378,Drosophila,NT,0.30052165166466216,0.35731274743952424,0.12264218849142977
EMGT00050000000380,Drosophila,AA,0.49168405069118737,0.49877750611246946,0.14706102503816054
EMGT00050000000380,Drosophila,NT,0.47542754535727555,0.47471451876019577,0.14454053418971152
EMGT00050000000383,Drosophila,AA,0.6105085617966097,0.6387636831938184,0.12389762710466873
EMGT00050000000383,Drosophila,NT,0.515977920164969,0.5310577495534828,0.11940172949439765
EMGT00050000000389,Drosophila,AA,0.5268773641859553,0.5797649410629351,0.17121738073069567
EMGT00050000000389,Drosophila,NT,0.4563051889120464,0.5162937260268129,0.16295383608963707
EMGT00050000000391,Drosophila,AA,0.4987903504485336,0.5238393603055258,0.12404103316838706
EMGT00050000000391,Drosophila,NT,0.4584526324460684,0.48948524634565704,0.1096253628778762
EMGT00050000000394,Drosophila,AA,0.43695508604913286,0.49948060512601833,0.15300149903175922
EMGT00050000000394,Drosophila,NT,0.4011395044476364,0.4651178430725976,0.14633931972212377
EMGT00050000000395,Drosophila,AA,0.6569579038547366,0.7203947368421053,0.18698552823646672
EMGT00050000000395,Drosophila,NT,0.5924930964354168,0.6111111111111112,0.16036658436503498
EMGT00050000000401,Drosophila,AA,0.5773098870602698,0.6523297491039427,0.19913196208419756
EMGT00050000000401,Drosophila,NT,0.5356214104316931,0.5705128205128205,0.17815501801656694
EMGT00050000000403,Drosophila,AA,0.5140820224451591,0.38311688311688313,0.2693790824379817
EMGT00050000000403,Drosophila,NT,0.3922724879580397,0.24164810690423164,0.24177312543517995
EMGT00050000000406,Drosophila,AA,0.3009034392574986,0.3363321186354894,0.12976565292678907
EMGT00050000000406,Drosophila,NT,0.2889947329375758,0.32802263656330444,0.12404951683426917
EMGT00050000000410,Drosophila,AA,0.18424503129698863,0.23855659125496453,0.0894544928507362
EMGT00050000000410,Drosophila,NT,0.23704579763112227,0.2816923461043048,0.10070235915525484
EMGT00050000000415,Drosophila,AA,0.41696082514556737,0.4944834503510532,0.16353169709831633
EMGT00050000000415,Drosophila,NT,0.3936738319388209,0.46273637374860954,0.15394598760956799
EMGT00050000000423,Drosophila,AA,0.29109050879253595,0.2894610451630509,0.14546145236561922
EMGT00050000000423,Drosophila,NT,0.32336620771521296,0.3270313212139666,0.14105863091070595
EMGT00050000000449,Drosophila,AA,0.32120166009595963,0.34977287475665153,0.10374918203339159
EMGT00050000000449,Drosophila,NT,0.3253483794499897,0.358653431160984,0.09915703462229696
EMGT00050000000459,Drosophila,AA,0.3996957112841044,0.41912599318955734,0.10185883597575936
EMGT00050000000459,Drosophila,NT,0.38350256589537407,0.40320832430088877,0.09971726466737008
EMGT00050000000478,Drosophila,AA,0.4248233705908984,0.4244863941325999,0.11097162674454719
EMGT00050000000478,Drosophila,NT,0.42623603166105334,0.42481798585950903,0.10795883987799378
EMGT00050000000486,Drosophila,AA,0.4755403438849057,0.5684210526315789,0.18362745440560171
EMGT00050000000486,Drosophila,NT,0.40586450861125556,0.4892241379310345,0.16332635991572558
EMGT00050000000487,Drosophila,AA,0.6834384068019909,0.7686274509803922,0.17816429147844948
EMGT00050000000487,Drosophila,NT,0.564005615914318,0.6251121076233184,0.1503419179300084
EMGT00050000000490,Drosophila,AA,0.30597320199059946,0.3624175120531582,0.1427365874085594
EMGT00050000000490,Drosophila,NT,0.3084955401737237,0.36378723215361497,0.13663825430492563
EMGT00050000000499,Drosophila,AA,0.4916317373977182,0.5330104923325263,0.18214668194851594
EMGT00050000000499,Drosophila,NT,0.43842122875471695,0.4676048565121413,0.16632140958018515
EMGT00050000000500,Drosophila,AA,0.2959034850582514,0.30253807106598984,0.09302794840157956
EMGT00050000000500,Drosophila,NT,0.32051033554067127,0.3351214894288419,0.09498546582099082
EMGT00050000000505,Drosophila,AA,0.7100486268821079,0.7537688442211056,0.19682571762323306
EMGT00050000000505,Drosophila,NT,0.5926926149577991,0.6026905829596413,0.18308636303428477
EMGT00050000000506,Drosophila,AA,0.7404698260065424,0.8023715415019763,0.1823437683550086
EMGT00050000000506,Drosophila,NT,0.6214161892452543,0.6578576462297393,0.1642292971943418
EMGT00050000000508,Drosophila,AA,0.185877441792804,0.18829787234042553,0.04110901112703157
EMGT00050000000508,Drosophila,NT,0.25407909065234696,0.2650231124807396,0.05776721711268119
EMGT00050000000509,Drosophila,AA,0.31002884558313615,0.31209362808842656,0.08084398422989292
EMGT00050000000509,Drosophila,NT,0.33358982652343977,0.34773123909249565,0.07873121193079276
EMGT00050000000514,Drosophila,AA,0.4801497800509301,0.5154559505409583,0.16474707340873435
EMGT00050000000514,Drosophila,NT,0.42893030113153413,0.463957497793967,0.14576967346372402
EMGT00050000000515,Drosophila,AA,0.45379483010180843,0.517888802212609,0.13978059644798219
EMGT00050000000515,Drosophila,NT,0.389164067316939,0.43429396008154364,0.11318387205781821
EMGT00050000000522,Drosophila,AA,0.5667764106695764,0.786053882725832,0.29456290174476196
EMGT00050000000522,Drosophila,NT,0.47999445923242023,0.6115879828326181,0.21830634320805145
EMGT00050000000523,Drosophila,AA,0.678431667853005,0.7473275024295433,0.15097271362025366
EMGT00050000000523,Drosophila,NT,0.5703026433132374,0.6066846725185685,0.11882905276741061
EMGT00050000000528,Drosophila,AA,0.3131976861656093,0.3169180706769661,0.10075609690913616
EMGT00050000000528,Drosophila,NT,0.309515219888715,0.32081533928955686,0.09672559516539643
EMGT00050000000537,Drosophila,AA,0.17570298479734142,0.17139479905437352,0.07064730366958955
EMGT00050000000537,Drosophila,NT,0.2208781111721871,0.23025009924573242,0.08715048396020998
EMGT00050000000556,Drosophila,AA,0.4513833993348601,0.48195398752347374,0.11481704966619383
EMGT00050000000556,Drosophila,NT,0.3858152882999844,0.42142543459781245,0.09422240833677283
EMGT00050000000557,Drosophila,AA,0.6230933284406561,0.6875,0.20853691813938582
EMGT00050000000557,Drosophila,NT,0.5341846500477943,0.5976430976430976,0.192171431036819
EMGT00050000000568,Drosophila,AA,0.31759467352919873,0.3732220369153709,0.12430824856785792
EMGT00050000000568,Drosophila,NT,0.31744778954256364,0.3711289602855868,0.12047045639924048
EMGT00050000000570,Drosophila,AA,0.6714835482086777,0.7139689578713969,0.17489880955486747
EMGT00050000000570,Drosophila,NT,0.5787138322323562,0.6069996354356544,0.171316947834472
EMGT00050000000572,Drosophila,AA,0.6085038396186414,0.6981981981981982,0.22618335545217633
EMGT00050000000572,Drosophila,NT,0.48616753881609154,0.5907365223993926,0.19578746083043916
EMGT00050000000580,Drosophila,AA,0.4444171080037212,0.4857997010463378,0.12158508760384285
EMGT00050000000580,Drosophila,NT,0.3950682623329257,0.44044602128737964,0.11534086288401585
EMGT00050000000581,Drosophila,AA,0.44380702412729434,0.4786422578184592,0.15192973930922027
EMGT00050000000581,Drosophila,NT,0.4083348148414478,0.45107163000564016,0.1378211827563815
EMGT00050000000583,Drosophila,AA,0.3469952754692404,0.2921674523034071,0.1345876575783681
EMGT00050000000583,Drosophila,NT,0.36471805891653786,0.337165050607382,0.11313406250753102
EMGT00050000000584,Drosophila,AA,0.2515978401542288,0.283001808318264,0.0770915310730319
EMGT00050000000584,Drosophila,NT,0.28232023096971764,0.31099911058404983,0.0835971699112163
EMGT00050000000586,Drosophila,AA,0.5433430136398837,0.6251621271076524,0.18306285760781765
EMGT00050000000586,Drosophila,NT,0.45431848315225404,0.5339159384103205,0.1625060582190291
EMGT00050000000587,Drosophila,AA,0.35789499377010153,0.4084967320261438,0.10648568316493652
EMGT00050000000587,Drosophila,NT,0.3449037966396541,0.38688524590163936,0.10006049855343559
EMGT00050000000588,Drosophila,AA,0.23355748659157044,0.24829545454545454,0.054487270894536685
EMGT00050000000588,Drosophila,NT,0.27589579119917623,0.2966685278243067,0.05920935453857347
EMGT00050000000589,Drosophila,AA,0.31585811718922385,0.3328765889074924,0.135516965507371
EMGT00050000000589,Drosophila,NT,0.32841266738639496,0.3525136444101255,0.13079470891164563
EMGT00050000000602,Drosophila,AA,0.3125023179315064,0.3652024117140396,0.12966991141614462
EMGT00050000000602,Drosophila,NT,0.32026258306583655,0.37136929460580914,0.12083092607460538
EMGT00050000000607,Drosophila,AA,0.3129879946017291,0.35453315290933696,0.1432469390392478
EMGT00050000000607,Drosophila,NT,0.31871730659309205,0.3686823104693141,0.13560794028249526
EMGT00050000000618,Drosophila,AA,0.3276724785623793,0.40091264667535853,0.12447483725615588
EMGT00050000000618,Drosophila,NT,0.3164417801989477,0.3778042453586664,0.12242547087826545
EMGT00050000000619,Drosophila,AA,0.1632505049718426,0.179813401187447,0.06574933186213984
EMGT00050000000619,Drosophila,NT,0.21145228443095757,0.23200677392040644,0.07984266928881799
EMGT00050000000626,Drosophila,AA,0.522890656891079,0.5986622073578596,0.20960153527459086
EMGT00050000000626,Drosophila,NT,0.4446250949221306,0.4882075471698113,0.1893976232456858
EMGT00050000000627,Drosophila,AA,0.3966275304808421,0.4387016250081577,0.13123801080440728
EMGT00050000000627,Drosophila,NT,0.38402976098855496,0.4217485495110207,0.12408559566703027
EMGT00050000000630,Drosophila,AA,0.3731369058311365,0.42370744010088274,0.15041595984158385
EMGT00050000000630,Drosophila,NT,0.34154176515728213,0.39351557533375714,0.14029597273996228
EMGT00050000000631,Drosophila,AA,0.3960650382633715,0.45352400408580185,0.12060011263054889
EMGT00050000000631,Drosophila,NT,0.34734436134826213,0.39806138933764135,0.10802900694137645
EMGT00050000000632,Drosophila,AA,0.31123260332718206,0.3492462311557789,0.093759550704622
EMGT00050000000632,Drosophila,NT,0.32278605300428814,0.3600107787658313,0.09472204982421456
EMGT00050000000634,Drosophila,AA,0.5012940255846325,0.559309780564677,0.13206593587245427
EMGT00050000000634,Drosophila,NT,0.437115697054752,0.49360741997865565,0.13167671158269417
EMGT00050000000636,Drosophila,AA,0.429880716658557,0.4602368866328257,0.1264343778676373
EMGT00050000000636,Drosophila,NT,0.3951387602757764,0.4303726534043149,0.11885214027582588
EMGT00050000000638,Drosophila,AA,0.30845878009189504,0.3400236127508855,0.09151796053132451
EMGT00050000000638,Drosophila,NT,0.2908172056902893,0.3288907996560619,0.0930798954146562
EMGT00050000000639,Drosophila,AA,0.5566199493940234,0.5984,0.13148296258019035
EMGT00050000000639,Drosophila,NT,0.47183743819715274,0.5095936794582393,0.11485766023676515
EMGT00050000000640,Drosophila,AA,0.5046135503490411,0.5918010129699934,0.1549213386822351
EMGT00050000000640,Drosophila,NT,0.4298030634485728,0.49781789622965017,0.1358414692955451
EMGT00050000000643,Drosophila,AA,0.3879053197880768,0.4088769334229993,0.10575432488360921
EMGT00050000000643,Drosophila,NT,0.37732429857846883,0.4105145413870246,0.11155915855228321
EMGT00050000000644,Drosophila,AA,0.4619571529352947,0.4907804492010853,0.11292135272972435
EMGT00050000000644,Drosophila,NT,0.43063092165894706,0.4508454215093304,0.10441110767726335
EMGT00050000000649,Drosophila,AA,0.5638221345338585,0.6307692307692307,0.1449909490727532
EMGT00050000000649,Drosophila,NT,0.4679953337749112,0.5204513399153737,0.12115149486420487
EMGT00050000000652,Drosophila,AA,0.26378899534433187,0.29283314669652855,0.08479584412698332
EMGT00050000000652,Drosophila,NT,0.29288499600122614,0.33084947839046197,0.08897815584339286
EMGT00050000000657,Drosophila,AA,0.6099480219341085,0.6887966804979253,0.21032106567396744
EMGT00050000000657,Drosophila,NT,0.5134562270134103,0.5919239904988124,0.1828767714651733
EMGT00050000000658,Drosophila,AA,0.3953378816941747,0.4490542476649782,0.1283395974329815
EMGT00050000000658,Drosophila,NT,0.37307018754960486,0.4142204827136334,0.1184492018996512
EMGT00050000000659,Drosophila,AA,0.5141118919417547,0.5624040564027637,0.1582801486232458
EMGT00050000000659,Drosophila,NT,0.4667960174995883,0.5097002912285454,0.14755484235549077
EMGT00050000000660,Drosophila,AA,0.6357737825111359,0.6951754385964912,0.1869957931709654
EMGT00050000000660,Drosophila,NT,0.5180518888916895,0.5550918196994992,0.1524876781457651
EMGT00050000000663,Drosophila,AA,0.3582174591893323,0.35684647302904565,0.1492797468951294
EMGT00050000000663,Drosophila,NT,0.33695357469900317,0.32061579651941097,0.14478416573511557
EMGT00050000000664,Drosophila,AA,0.7408844081020726,0.8029776674937965,0.12091708541989714
EMGT00050000000664,Drosophila,NT,0.6263773615874129,0.6515909545727436,0.0940694815066989
EMGT00050000000667,Drosophila,AA,0.225188678576946,0.25303867403314917,0.07218748002863026
EMGT00050000000667,Drosophila,NT,0.2623712344617719,0.29199255121042833,0.0843986153774893
EMGT00050000000677,Drosophila,AA,0.42224397318822676,0.47774422251944915,0.1438074741624295
EMGT00050000000677,Drosophila,NT,0.3947643105109427,0.4477823311424722,0.13348604792781013
EMGT00050000000680,Drosophila,AA,0.534378905758881,0.5775292090556938,0.15663747426180014
EMGT00050000000680,Drosophila,NT,0.46154355305585937,0.494773050198018,0.13877938910160867
EMGT00050000000681,Drosophila,AA,0.32584127210843455,0.3403235470341522,0.09161645845107781
EMGT00050000000681,Drosophila,NT,0.34687471390376123,0.37108995531377503,0.0938865179871713
EMGT00050000000683,Drosophila,AA,0.4494486089938838,0.5023041474654377,0.14415135614592528
EMGT00050000000683,Drosophila,NT,0.4037835936042652,0.4563974379580519,0.13193208314209437
EMGT00050000000685,Drosophila,AA,0.6734911621000662,0.7645245440522639,0.2632005379976265
EMGT00050000000685,Drosophila,NT,0.6379286146926504,0.7058304218324681,0.2636580881670747
EMGT00050000000687,Drosophila,AA,0.48992038222928685,0.5505362837253982,0.14102298562856394
EMGT00050000000687,Drosophila,NT,0.43163912383439895,0.4812406860554002,0.12976753113089176
EMGT00050000000689,Drosophila,AA,0.27139183642560294,0.3081039755351682,0.11899728040785203
EMGT00050000000689,Drosophila,NT,0.3045220007543483,0.33984867591424966,0.11893153233443036
EMGT00050000000692,Drosophila,AA,0.328485739384874,0.41302027748132336,0.14777172613637385
EMGT00050000000692,Drosophila,NT,0.31894505297357,0.38156947444204464,0.12886604331227908
