fullid,mean_guidance_score,median_guidance_score,sd_guidance_score
EMGT00050000006711.Drosophila.001_NT,0.5920791307223757,0.8673469387755102,0.4464679140086457
EMGT00050000006940.Drosophila.001_NT,0.24168722509676374,0.0,0.41156955331698236
EMGT00050000001560.Drosophila.001_NT,0.6143509719905279,0.9693877551020408,0.45684310698086344
EMGT00050000007616.Drosophila.001_NT,0.6309658640365203,1.0,0.47332543754093287
EMGT00050000008071.Drosophila.001_NT,0.7350134886674936,1.0,0.4161224730362351
EMGT00050000007026.Drosophila.001_NT,0.8209534292724199,1.0,0.35361688337428926
EMGT00050000004737.Drosophila.001_NT,0.5774485652125827,0.9030612244897959,0.45968636177107547
EMGT00050000001484.Drosophila.001_NT,0.7372825627171117,1.0,0.3939657331295808
EMGT00050000001637.Drosophila.001_NT,0.7074474814025703,1.0,0.42348736226813893
EMGT00050000000152.Drosophila.001_NT,0.883280755197348,1.0,0.2897359784494001
EMGT00050000001703.Drosophila.001_NT,0.7802766047954514,1.0,0.38958402085053917
EMGT00050000005401.Drosophila.001_NT,0.38422562849460107,0.25588697017268447,0.4135116352585647
EMGT00050000000855.Drosophila.001_NT,0.5664137412018724,0.8830174927113703,0.46404725926351753
EMGT00050000005231.Drosophila.001_NT,0.5056045255299417,0.5294117647058824,0.4007704896029041
EMGT00050000000182.Drosophila.001_NT,0.6495822042667039,0.8081632653061225,0.39263973148653863
EMGT00050000000618.Drosophila.001_NT,0.770463714645971,1.0,0.3793916465799818
EMGT00050000000331.Drosophila.001_NT,0.8126134079574825,1.0,0.3603308884494913
EMGT00050000001454.Drosophila.001_NT,0.6569963947440582,1.0,0.4447156613454396
EMGT00050000004280.Drosophila.001_NT,0.5737514148383944,0.8276643990929705,0.4595938293875023
EMGT00050000007389.Drosophila.001_NT,0.8396996593771627,1.0,0.3454588924875034
EMGT00050000002190.Drosophila.001_NT,0.8531363307023835,1.0,0.33221339257747373
EMGT00050000001681.Drosophila.001_NT,0.7823992390454075,1.0,0.37357728947520863
EMGT00050000000630.Drosophila.001_NT,0.6342383238086869,0.9387755102040817,0.4289482000964929
EMGT00050000001432.Drosophila.001_NT,0.6753318022481681,0.9693877551020408,0.4223314140874201
EMGT00050000006968.Drosophila.001_NT,0.8379924074361204,1.0,0.33143348924890187
EMGT00050000001548.Drosophila.001_NT,0.7584797154191842,1.0,0.3956515734987414
EMGT00050000001852.Drosophila.001_NT,0.7408295939279896,1.0,0.39407721373442833
EMGT00050000002469.Drosophila.001_NT,0.34430511326165764,0.0,0.4445151510639657
EMGT00050000000907.Drosophila.001_NT,0.9045178499217343,1.0,0.2721084618429126
EMGT00050000001378.Drosophila.001_NT,0.3619632738188338,0.34839650145772594,0.35822613277099624
EMGT00050000008570.Drosophila.001_NT,0.8652300418684079,1.0,0.3110269130580181
EMGT00050000004751.Drosophila.001_NT,0.3709409582295022,0.0,0.46512586515181
EMGT00050000002140.Drosophila.001_NT,0.6301919901824643,0.963718820861678,0.4334432219539507
EMGT00050000001651.Drosophila.001_NT,0.7423624548255511,0.9981447124304267,0.39865968157996523
EMGT00050000009338.Drosophila.001_NT,0.4465456255679304,0.0,0.46668639607890267
EMGT00050000007713.Drosophila.001_NT,0.817809150093659,1.0,0.34597549467454686
EMGT00050000002189.Drosophila.001_NT,0.4621383359536894,0.4306122448979592,0.4236128802369181
EMGT00050000000300.Drosophila.001_NT,0.4346615472780505,0.37755102040816324,0.4201652206568224
EMGT00050000000667.Drosophila.001_NT,0.8924371677401186,1.0,0.27784402879897785
EMGT00050000002374.Drosophila.001_NT,0.5447643832264347,0.6326530612244898,0.4343849659476387
EMGT00050000001551.Drosophila.001_NT,0.8067275760058109,1.0,0.36928794567787315
EMGT00050000002240.Drosophila.001_NT,0.9309153068040853,1.0,0.2377634598670466
EMGT00050000004136.Drosophila.001_NT,0.16705422389809846,0.0,0.2646446669962173
EMGT00050000000087.Drosophila.001_NT,0.8209024364965674,1.0,0.3581453209135835
EMGT00050000002159.Drosophila.001_NT,0.5293149265969714,0.6384839650145773,0.44880683826083906
EMGT00050000002924.Drosophila.001_NT,0.7638619035366032,1.0,0.3975840947833871
EMGT00050000001648.Drosophila.001_NT,0.5073646746011103,0.63718820861678,0.47768670470271435
EMGT00050000005504.Drosophila.001_NT,0.7501277646753013,1.0,0.4058630546310744
EMGT00050000004261.Drosophila.001_NT,0.5975820349071078,0.8802842565597667,0.4535313451320705
EMGT00050000002117.Drosophila.001_NT,0.7930424021667624,1.0,0.3791548581641877
EMGT00050000001606.Drosophila.001_NT,0.6801484634166666,0.9918367346938776,0.40520638522841346
EMGT00050000008873.Drosophila.001_NT,0.7165697539639151,1.0,0.4263282588194628
EMGT00050000002226.Drosophila.001_NT,0.776425304769976,1.0,0.3782698870807204
EMGT00050000001537.Drosophila.001_NT,0.5150902549266713,0.5625202461937155,0.4546193033172995
EMGT00050000002268.Drosophila.001_NT,0.6252672586491428,1.0,0.4703458345033824
EMGT00050000003817.Drosophila.001_NT,0.40143854327829853,0.0,0.4567868880296097
EMGT00050000001579.Drosophila.001_NT,0.7700884707611739,1.0,0.3849933843756247
EMGT00050000000586.Drosophila.001_NT,0.6654536760884089,0.9047619047619048,0.41223619451956445
EMGT00050000008616.Drosophila.001_NT,0.8842765855937451,1.0,0.2888019301960344
EMGT00050000004760.Drosophila.001_NT,0.5369165350502622,0.6163265306122448,0.42647622805998847
EMGT00050000004249.Drosophila.001_NT,0.8639309569981839,1.0,0.3208639192732724
EMGT00050000001660.Drosophila.001_NT,0.36488602873384496,0.0,0.4384318985177557
EMGT00050000007842.Drosophila.001_NT,0.7148569987902327,1.0,0.41229103357050784
EMGT00050000001987.Drosophila.001_NT,0.4450107311972042,0.09620991253644315,0.4744085731100839
EMGT00050000000031.Drosophila.001_NT,0.6209712696266807,0.9165120593692022,0.45109202648987373
EMGT00050000002045.Drosophila.001_NT,0.6756180367392207,0.9959183673469387,0.43961661753818565
EMGT00050000000556.Drosophila.001_NT,0.65945772065512,0.9755102040816327,0.43668453579569455
EMGT00050000008921.Drosophila.001_NT,0.39352360766213534,0.0,0.480073029217063
EMGT00050000007976.Drosophila.001_NT,0.4644143084358396,0.38872691933916426,0.4409784361027123
EMGT00050000004654.Drosophila.001_NT,0.8169426455083295,1.0,0.3591931764798327
EMGT00050000007775.Drosophila.001_NT,0.5587206135576647,0.8838304552590267,0.471439534419131
EMGT00050000002312.Drosophila.001_NT,0.6147864924757506,0.8214285714285714,0.41909442622251697
EMGT00050000000366.Drosophila.001_NT,0.7292357449768059,1.0,0.41106627481430974
EMGT00050000000850.Drosophila.001_NT,0.6065866794365337,0.8979591836734694,0.4570718848825419
EMGT00050000006995.Drosophila.001_NT,0.40743875986828487,0.0,0.4539457791718421
EMGT00050000002059.Drosophila.001_NT,0.6969523654247218,1.0,0.441684845211734
EMGT00050000001748.Drosophila.001_NT,0.5664441849909625,0.7142857142857143,0.4338400571883842
EMGT00050000002340.Drosophila.001_NT,0.6912830031514399,1.0,0.41618084420503365
EMGT00050000004805.Drosophila.001_NT,0.6461239778957438,0.8775510204081632,0.4256460182888084
EMGT00050000001385.Drosophila.001_NT,0.8219733275366159,1.0,0.3611785291069152
EMGT00050000004698.Drosophila.001_NT,0.6308110161584038,0.8520408163265306,0.4259806467227996
EMGT00050000004102.Drosophila.001_NT,0.8311020832320133,1.0,0.3476804337967649
EMGT00050000000880.Drosophila.001_NT,0.8269127346952305,1.0,0.3488153147680039
EMGT00050000001565.Drosophila.001_NT,0.8287051349077067,1.0,0.34921818072277006
EMGT00050000003076.Drosophila.001_NT,0.5702108067711368,0.7074829931972789,0.43318343830285344
EMGT00050000002089.Drosophila.001_NT,0.6398432459625436,1.0,0.45916773406290984
EMGT00050000009408.Drosophila.001_NT,0.2063291763308796,0.0,0.3953231743426185
EMGT00050000001632.Drosophila.001_NT,0.6207402063725721,0.8746355685131195,0.4294705845298115
EMGT00050000003192.Drosophila.001_NT,0.7066870343132122,1.0,0.42013675606498185
EMGT00050000000683.Drosophila.001_NT,0.5509787665445439,0.7309833024118738,0.44109463311272984
EMGT00050000008074.Drosophila.001_NT,0.6706691679204178,0.9332096474953617,0.42460485522174174
EMGT00050000004403.Drosophila.001_NT,0.8914319094641223,1.0,0.29777372476323255
EMGT00050000001503.Drosophila.001_NT,0.2662646568735375,0.0,0.3416993612598311
EMGT00050000002145.Drosophila.001_NT,0.7853058482704085,1.0,0.3725835608108643
EMGT00050000002422.Drosophila.001_NT,0.5851438572637628,1.0,0.4721486243346197
EMGT00050000000902.Drosophila.001_NT,0.7602728934040537,1.0,0.4074327691717191
EMGT00050000007522.Drosophila.001_NT,0.670926766591617,0.9851576994434137,0.44506032241758714
EMGT00050000004307.Drosophila.001_NT,0.7050574968730356,1.0,0.4163110825843422
EMGT00050000004784.Drosophila.001_NT,0.5730714828329778,0.9816326530612245,0.4781572524477769
EMGT00050000002326.Drosophila.001_NT,0.799936405424901,1.0,0.3748242831680734
EMGT00050000003959.Drosophila.001_NT,0.5768793627462857,0.9510204081632653,0.46962528704099654
EMGT00050000001437.Drosophila.001_NT,0.8440442108895482,1.0,0.3267787032349942
EMGT00050000002195.Drosophila.001_NT,0.7015068088581894,1.0,0.40959595600858745
EMGT00050000000486.Drosophila.001_NT,0.5589158393731225,0.6,0.40375817268048675
EMGT00050000001684.Drosophila.001_NT,0.4488961528451325,0.41836734693877553,0.41051835124954283
EMGT00050000008271.Drosophila.001_NT,0.36135725132147545,0.0,0.46409109433154777
EMGT00050000003917.Drosophila.001_NT,0.6392905170003382,1.0,0.45864148871437493
EMGT00050000002723.Drosophila.001_NT,0.8047838624856841,1.0,0.3674312209643414
EMGT00050000001032.Drosophila.001_NT,0.8685024020197489,1.0,0.2929306964850433
EMGT00050000002244.Drosophila.001_NT,0.8459005757338008,1.0,0.342554279416743
EMGT00050000004132.Drosophila.001_NT,0.4328865083074984,0.3333333333333333,0.4234241905410095
EMGT00050000000719.Drosophila.001_NT,0.5377565465927485,0.6377551020408163,0.4297095249074586
EMGT00050000004265.Drosophila.001_NT,0.5210016613693602,0.7108843537414966,0.43046759561970527
EMGT00050000001365.Drosophila.001_NT,0.5834292947382231,0.7918367346938775,0.4365289754918351
EMGT00050000002474.Drosophila.001_NT,0.3167973308726476,0.0,0.4226079360547526
EMGT00050000001736.Drosophila.001_NT,0.8046899046799791,1.0,0.3641653902125053
EMGT00050000000053.Drosophila.001_NT,0.6892734560250238,0.9909297052154195,0.41475958222236886
EMGT00050000007127.Drosophila.001_NT,0.7712360446049491,1.0,0.38153695516605607
EMGT00050000008170.Drosophila.001_NT,0.8328660477564483,1.0,0.3451529761413966
EMGT00050000000860.Drosophila.001_NT,0.8140423600826704,1.0,0.34725460259359214
EMGT00050000002294.Drosophila.001_NT,0.8004590493195275,1.0,0.3665309117476398
EMGT00050000003941.Drosophila.001_NT,0.7079330317766724,1.0,0.44248542229819976
EMGT00050000002617.Drosophila.001_NT,0.6143237765838121,0.8192419825072886,0.41914118214403745
EMGT00050000000663.Drosophila.001_NT,0.5771114174452288,0.8979591836734694,0.4665853454796359
EMGT00050000000848.Drosophila.001_NT,0.6841641317605759,1.0,0.427275049580545
EMGT00050000000806.Drosophila.001_NT,0.49346608832930233,0.5011337868480725,0.4324829227628134
EMGT00050000008241.Drosophila.001_NT,0.8865925286534302,1.0,0.28751626358940585
EMGT00050000000362.Drosophila.001_NT,0.599342379685834,0.8693877551020408,0.4415156663729164
EMGT00050000003020.Drosophila.001_NT,0.6268197370151793,0.8454810495626822,0.4353607096198377
EMGT00050000001533.Drosophila.001_NT,0.7081401422812719,1.0,0.41627265148956977
EMGT00050000002222.Drosophila.001_NT,0.3836137827284123,0.0,0.46032590369626747
EMGT00050000003547.Drosophila.001_NT,0.7447328128758662,1.0,0.40257787564215947
EMGT00050000000898.Drosophila.001_NT,0.6375581527134025,1.0,0.460880774931262
EMGT00050000002091.Drosophila.001_NT,0.8026667159848867,1.0,0.3665782385882076
EMGT00050000004764.Drosophila.001_NT,0.7477682001293127,1.0,0.3914238656546831
EMGT00050000004461.Drosophila.001_NT,0.8862862787302701,1.0,0.2959747461825506
EMGT00050000004106.Drosophila.001_NT,0.34456452868816,0.0,0.45575509018470867
EMGT00050000001048.Drosophila.001_NT,0.4318488127617235,0.3654916512059369,0.42131379224521165
EMGT00050000000763.Drosophila.001_NT,0.5859984065685363,0.7262390670553935,0.42794368124133564
EMGT00050000000687.Drosophila.001_NT,0.5469551346954984,0.6802721088435374,0.44595239825784044
EMGT00050000002394.Drosophila.001_NT,0.6105445211949148,0.8775510204081632,0.44224469639875263
EMGT00050000007540.Drosophila.001_NT,0.5068259649182889,0.5714285714285714,0.46759308308453124
EMGT00050000001485.Drosophila.001_NT,0.868826145923364,1.0,0.30054730876166286
EMGT00050000005167.Drosophila.001_NT,0.555747051822701,0.7,0.4377252342714676
EMGT00050000008144.Drosophila.001_NT,0.4771394096811861,0.0,0.489021942964825
EMGT00050000000500.Drosophila.001_NT,0.6488126245874779,0.9795918367346939,0.435292164954096
EMGT00050000000657.Drosophila.001_NT,0.31978652630755083,0.0,0.38745154639410667
EMGT00050000004801.Drosophila.001_NT,0.7164310102761057,1.0,0.4273300958383127
EMGT00050000000619.Drosophila.001_NT,0.8876404210340877,1.0,0.2787010360962765
EMGT00050000003108.Drosophila.001_NT,0.3482568809905801,0.0,0.44330292831524737
EMGT00050000007244.Drosophila.001_NT,0.40086261607313717,0.0,0.4541617260098514
EMGT00050000005230.Drosophila.001_NT,0.8724180156673074,1.0,0.30583717049023734
EMGT00050000000528.Drosophila.001_NT,0.6606040830260348,0.9979591836734694,0.44279488298408654
EMGT00050000003239.Drosophila.001_NT,0.8220577850532274,1.0,0.3658399851245471
EMGT00050000009320.Drosophila.001_NT,0.5651706731940899,0.906832298136646,0.47250214706673865
EMGT00050000004303.Drosophila.001_NT,0.7454755259136016,1.0,0.4059822253276573
EMGT00050000007946.Drosophila.001_NT,0.6950480846722311,1.0,0.42002654931396
EMGT00050000003447.Drosophila.001_NT,0.4612477328838449,0.02040816326530612,0.4797284502455985
EMGT00050000000356.Drosophila.001_NT,0.3941218806985578,0.0,0.4612039354804677
EMGT00050000001433.Drosophila.001_NT,0.6874891976334508,0.9897959183673469,0.41783663187997155
EMGT00050000000631.Drosophila.001_NT,0.678027125444868,0.9938775510204082,0.43055783142721243
EMGT00050000003393.Drosophila.001_NT,0.8578489912922919,1.0,0.3337507542687742
EMGT00050000009077.Drosophila.001_NT,0.7042260687020181,1.0,0.4347399745085128
EMGT00050000009424.Drosophila.001_NT,0.8975384187541703,1.0,0.27233130197836963
EMGT00050000004160.Drosophila.001_NT,0.45883200139581,0.0,0.4872762550827108
EMGT00050000001549.Drosophila.001_NT,0.7756572239804692,1.0,0.3861864192342147
EMGT00050000001060.Drosophila.001_NT,0.40889002516705114,0.0,0.4577950700306265
EMGT00050000003869.Drosophila.001_NT,0.3571955351658102,0.0,0.4562997572491504
EMGT00050000001507.Drosophila.001_NT,0.7938941502027154,1.0,0.3918485580564487
EMGT00050000001650.Drosophila.001_NT,0.7993670320371891,1.0,0.3647757054009292
EMGT00050000004750.Drosophila.001_NT,0.7126720820797553,1.0,0.4345464205342517
EMGT00050000007526.Drosophila.001_NT,0.7763793064932679,1.0,0.3922928199931829
EMGT00050000000018.Drosophila.001_NT,0.8295199547760612,1.0,0.3278881906344906
EMGT00050000002291.Drosophila.001_NT,0.6671587839679517,0.9727891156462585,0.42032440622997674
EMGT00050000005156.Drosophila.001_NT,0.8717088981627003,1.0,0.3058496483173351
EMGT00050000008175.Drosophila.001_NT,0.6404133066870574,1.0,0.46952832380035103
EMGT00050000007391.Drosophila.001_NT,0.8231287640492218,1.0,0.3552994788650007
EMGT00050000002022.Drosophila.001_NT,0.8317532154119318,1.0,0.34971672296835726
EMGT00050000001733.Drosophila.001_NT,0.7888458041045925,1.0,0.38548107723775094
EMGT00050000002612.Drosophila.001_NT,0.9060096766491522,1.0,0.2771485431934798
EMGT00050000000301.Drosophila.001_NT,0.5786128476235095,0.8051948051948052,0.44570943353156345
EMGT00050000001699.Drosophila.001_NT,0.6127748597136353,0.8285714285714286,0.4259355745378233
EMGT00050000003944.Drosophila.001_NT,0.381297432652055,0.0,0.46890520330310553
EMGT00050000002241.Drosophila.001_NT,0.44072504103009214,0.04081632653061224,0.4662603283056812
EMGT00050000007668.Drosophila.001_NT,0.8522212690911783,1.0,0.32974633316001956
EMGT00050000002471.Drosophila.001_NT,0.7703289522321773,1.0,0.37611510173326423
EMGT00050000000162.Drosophila.001_NT,0.7744241120810096,1.0,0.37605893315512817
EMGT00050000005505.Drosophila.001_NT,0.4639214956958721,0.272108843537415,0.46681659934548453
EMGT00050000002158.Drosophila.001_NT,0.5808676846634985,0.8163265306122449,0.4339622855425472
EMGT00050000009415.Drosophila.001_NT,0.6218381376376713,0.9795918367346939,0.4535963760275635
EMGT00050000000587.Drosophila.001_NT,0.792234693332199,1.0,0.3642629851537823
EMGT00050000003542.Drosophila.001_NT,0.7874719609818703,1.0,0.3843881964361273
EMGT00050000001051.Drosophila.001_NT,0.549644675336063,0.7464678178963893,0.4506250821885436
EMGT00050000004685.Drosophila.001_NT,0.827482422059291,1.0,0.3642144688399917
EMGT00050000004962.Drosophila.001_NT,0.7153214657973069,1.0,0.4401372180144973
EMGT00050000001536.Drosophila.001_NT,0.7261950490764074,1.0,0.4018945376427304
EMGT00050000002227.Drosophila.001_NT,0.51090920493729,0.6666666666666666,0.46740526205010485
EMGT00050000001986.Drosophila.001_NT,0.7261682856277694,0.9948979591836735,0.4001658846900461
EMGT00050000007843.Drosophila.001_NT,0.6108463186248972,1.0,0.4651987616635915
EMGT00050000009225.Drosophila.001_NT,0.7650264657479634,1.0,0.38383443201223494
EMGT00050000004655.Drosophila.001_NT,0.583409114072755,0.7278911564625851,0.4229204519897554
EMGT00050000000557.Drosophila.001_NT,0.3478390119580596,0.0045351473922902496,0.3999066994812399
EMGT00050000002674.Drosophila.001_NT,0.703994236527007,1.0,0.4189347428532557
EMGT00050000000367.Drosophila.001_NT,0.658560115837,0.9795918367346939,0.4190723663155058
EMGT00050000005229.Drosophila.001_NT,0.6997552519279602,1.0,0.4174646747804283
EMGT00050000002313.Drosophila.001_NT,0.6455093191628668,0.9,0.42491996533465975
EMGT00050000001956.Drosophila.001_NT,0.575870081408084,0.7959183673469388,0.4398624900569167
EMGT00050000000505.Drosophila.001_NT,0.31709939127411296,0.08673469387755102,0.39787908460166604
EMGT00050000004649.Drosophila.001_NT,0.8473971546584088,1.0,0.3416399912001278
EMGT00050000001749.Drosophila.001_NT,0.7493882948638221,1.0,0.40005267304719533
EMGT00050000002058.Drosophila.001_NT,0.5375977834844825,0.49946294307196565,0.4080566503469299
EMGT00050000005405.Drosophila.001_NT,0.6596381677429266,0.9931972789115646,0.4313908286833078
EMGT00050000005162.Drosophila.001_NT,0.5708039267828667,0.7317784256559767,0.43921703718500654
EMGT00050000000186.Drosophila.001_NT,0.2677249317734789,0.0,0.4039404615868062
EMGT00050000002495.Drosophila.001_NT,0.3963350230189928,0.0,0.4589535447762904
EMGT00050000008216.Drosophila.001_NT,0.19781486030077344,0.0,0.3642654566607879
EMGT00050000001384.Drosophila.001_NT,0.5305526330174928,0.717201166180758,0.46703332657402086
EMGT00050000002626.Drosophila.001_NT,0.748857557853418,1.0,0.3955983438346753
EMGT00050000002341.Drosophila.001_NT,0.6384664155586122,1.0,0.46162089703152503
EMGT00050000000652.Drosophila.001_NT,0.7797537166961689,1.0,0.37228764266648573
EMGT00050000001450.Drosophila.001_NT,0.7459514518619572,1.0,0.3960998273869848
EMGT00050000001799.Drosophila.001_NT,0.6228995394766886,0.8035714285714286,0.4183066702560714
EMGT00050000002088.Drosophila.001_NT,0.6038393608470639,0.8888888888888888,0.4517602334256917
EMGT00050000003510.Drosophila.001_NT,0.7893708340870604,1.0,0.3740494443280589
EMGT00050000003077.Drosophila.001_NT,0.6566313956342746,0.9072356215213359,0.4136006657879771
EMGT00050000001564.Drosophila.001_NT,0.652466283394507,1.0,0.45188594728496406
EMGT00050000004103.Drosophila.001_NT,0.8550770857514718,1.0,0.31223287737626987
EMGT00050000004254.Drosophila.001_NT,0.22640743613756553,0.0,0.4016331277612559
EMGT00050000003193.Drosophila.001_NT,0.6647152019508826,1.0,0.45088908509775055
EMGT00050000000156.Drosophila.001_NT,0.24616126601254357,0.0,0.39106273520278423
EMGT00050000007291.Drosophila.001_NT,0.5977787403880243,0.9330612244897959,0.4551715754650546
EMGT00050000001502.Drosophila.001_NT,0.8283810708231676,1.0,0.3547813240117943
EMGT00050000001065.Drosophila.001_NT,0.6763887349522587,1.0,0.4460238388254252
EMGT00050000004398.Drosophila.001_NT,0.6156423092279761,0.981859410430839,0.4319499066448905
EMGT00050000004165.Drosophila.001_NT,0.8466151408835599,1.0,0.3253260610411397
EMGT00050000003538.Drosophila.001_NT,0.8826390094409176,1.0,0.2945608121353566
EMGT00050000003492.Drosophila.001_NT,0.9041662135058655,1.0,0.2737221465269908
EMGT00050000000383.Drosophila.001_NT,0.41935527023778335,0.22448979591836735,0.44268315447832657
EMGT00050000006888.Drosophila.001_NT,0.37371341077299053,0.0,0.4661753649129453
EMGT00050000004661.Drosophila.001_NT,0.676642383632587,1.0,0.4245598614301138
EMGT00050000001478.Drosophila.001_NT,0.9006041837937382,1.0,0.28294749855098156
EMGT00050000009072.Drosophila.001_NT,0.780690107107593,1.0,0.37598519984425255
EMGT00050000000487.Drosophila.001_NT,0.32377669364559775,0.16326530612244897,0.36982508958349825
EMGT00050000003958.Drosophila.001_NT,0.8154297459755088,1.0,0.37781352618047237
EMGT00050000000634.Drosophila.001_NT,0.5912343148358418,0.7397959183673469,0.4179112118763467
EMGT00050000004701.Drosophila.001_NT,0.5952362401711174,0.8010204081632653,0.4336614488634181
EMGT00050000002923.Drosophila.001_NT,0.6864367345619924,0.926530612244898,0.3950241048194241
EMGT00050000001601.Drosophila.001_NT,0.7434690195026701,1.0,0.3926140739354154
EMGT00050000000403.Drosophila.001_NT,0.6991357893806873,0.8775510204081632,0.38124355326051795
EMGT00050000001366.Drosophila.001_NT,0.5807548575727576,0.923469387755102,0.46903336080263996
EMGT00050000000919.Drosophila.001_NT,0.7857899432393272,1.0,0.380811921799689
EMGT00050000000164.Drosophila.001_NT,0.43034348162160296,0.2530612244897959,0.4389510952065584
EMGT00050000003992.Drosophila.001_NT,0.25270899704549515,0.0,0.40686821126747547
EMGT00050000001031.Drosophila.001_NT,0.8551895808891621,1.0,0.3299409854022051
EMGT00050000007309.Drosophila.001_NT,0.34800321416592483,0.0,0.46208582210990284
EMGT00050000002247.Drosophila.001_NT,0.8423150022928904,1.0,0.34026503086607
EMGT00050000001556.Drosophila.001_NT,0.551374389136335,0.7210884353741497,0.45030168100520224
EMGT00050000001518.Drosophila.001_NT,0.5092983148935127,0.6938775510204082,0.47817112545789786
EMGT00050000000307.Drosophila.001_NT,0.8344194224366023,1.0,0.3557197539172976
EMGT00050000000660.Drosophila.001_NT,0.35812589260137634,0.16326530612244897,0.39378954412795664
EMGT00050000000537.Drosophila.001_NT,0.7650231304156783,1.0,0.4092369034707747
EMGT00050000008242.Drosophila.001_NT,0.8122882278539215,1.0,0.35566229978653885
EMGT00050000001950.Drosophila.001_NT,0.4987807908742525,0.47959183673469385,0.433929049369608
EMGT00050000002315.Drosophila.001_NT,0.4770456094006247,0.4868804664723032,0.41615223398341117
EMGT00050000000361.Drosophila.001_NT,0.22079711248084213,0.0,0.37707979627942334
EMGT00050000002672.Drosophila.001_NT,0.7391111240001571,1.0,0.38856798248223684
EMGT00050000002995.Drosophila.001_NT,0.4609515459535397,0.0,0.48070778653111357
EMGT00050000005178.Drosophila.001_NT,0.751654337669259,1.0,0.3883787859218476
EMGT00050000001753.Drosophila.001_NT,0.6450909136007441,1.0,0.4546081557732225
EMGT00050000002042.Drosophila.001_NT,0.7752276832286109,1.0,0.4072482378808313
EMGT00050000004767.Drosophila.001_NT,0.5839465110938891,0.8367346938775511,0.4459680556704042
EMGT00050000007845.Drosophila.001_NT,0.7894710726766144,1.0,0.3760842012017306
EMGT00050000002176.Drosophila.001_NT,0.5662641460429032,0.9931972789115646,0.4808976640868601
EMGT00050000003374.Drosophila.001_NT,0.8750500851059436,1.0,0.2972119841654222
EMGT00050000003023.Drosophila.001_NT,0.6530147499534941,0.9070294784580499,0.42287065470144075
EMGT00050000003810.Drosophila.001_NT,0.3936293125349481,0.0,0.4565723774083638
EMGT00050000000581.Drosophila.001_NT,0.520227966167579,0.5374149659863946,0.43393659663659395
EMGT00050000004157.Drosophila.001_NT,0.8435687130807901,1.0,0.32670545314918237
EMGT00050000000150.Drosophila.001_NT,0.6046475428223784,0.7819548872180451,0.42204158472929465
EMGT00050000001352.Drosophila.001_NT,0.43038468919297934,0.4,0.41355430401028115
EMGT00050000002959.Drosophila.001_NT,0.4141120550126522,0.0,0.4639786634955266
EMGT00050000002124.Drosophila.001_NT,0.5964036099086394,1.0,0.468149305544075
EMGT00050000001635.Drosophila.001_NT,0.43052955743259336,0.0,0.46615268540134963
EMGT00050000001486.Drosophila.001_NT,0.6377519488070936,0.9088921282798834,0.43224458427400436
EMGT00050000007543.Drosophila.001_NT,0.5476728841772742,0.6957328385899815,0.4576752723247098
