dataset,species,datatype,ref_num,est_num,sp,tc
EMGT00050000000018,Drosophila,AA,37,38,0.9399846508058327,0.7537993920972644
EMGT00050000000018,Drosophila,AA,37,40,0.9263238679969301,0.7446808510638298
EMGT00050000000018,Drosophila,AA,37,26,0.9313123561013047,0.7537993920972644
EMGT00050000000018,Drosophila,AA,37,6,0.9376055257099002,0.7811550151975684
EMGT00050000000018,Drosophila,AA,37,47,0.9513430544896393,0.8206686930091185
EMGT00050000000018,Drosophila,AA,37,45,0.9548733691481197,0.8145896656534954
EMGT00050000000018,Drosophila,AA,37,4,0.9524174980813507,0.8267477203647416
EMGT00050000000018,Drosophila,AA,37,19,0.9405218726016884,0.756838905775076
EMGT00050000000018,Drosophila,AA,37,24,0.9329240214888719,0.7659574468085106
EMGT00050000000018,Drosophila,AA,37,20,0.9552570990023024,0.8237082066869301
EMGT00050000000018,Drosophila,AA,37,41,0.9303146584804298,0.7507598784194529
EMGT00050000000018,Drosophila,AA,37,39,0.9357636224098235,0.7720364741641338
EMGT00050000000018,Drosophila,AA,37,43,0.9538756715272448,0.8115501519756839
EMGT00050000000018,Drosophila,AA,37,22,0.9321565617805065,0.756838905775076
EMGT00050000000018,Drosophila,AA,37,2,0.9332310053722179,0.7416413373860182
EMGT00050000000018,Drosophila,AA,35,11,0.9109651110104214,0.8050314465408805
EMGT00050000000018,Drosophila,AA,35,28,0.9080954538589336,0.7767295597484277
EMGT00050000000018,Drosophila,AA,35,8,0.9104364899562,0.7924528301886793
EMGT00050000000018,Drosophila,AA,35,15,0.9176861501283794,0.7955974842767296
EMGT00050000000018,Drosophila,AA,35,50,0.9298444343754719,0.7924528301886793
EMGT00050000000018,Drosophila,AA,35,31,0.9139102854553692,0.7987421383647799
EMGT00050000000018,Drosophila,AA,35,49,0.905225796707446,0.7861635220125787
EMGT00050000000018,Drosophila,AA,35,33,0.9179882193022202,0.8113207547169812
EMGT00050000000018,Drosophila,AA,35,17,0.9136837335749887,0.789308176100629
EMGT00050000000018,Drosophila,AA,35,34,0.9131551125207673,0.7830188679245284
EMGT00050000000018,Drosophila,AA,35,10,0.90673614257665,0.7830188679245284
EMGT00050000000018,Drosophila,AA,35,12,0.9112671801842622,0.7955974842767296
EMGT00050000000018,Drosophila,AA,35,36,0.9195740824648845,0.7924528301886793
EMGT00050000000018,Drosophila,AA,35,32,0.9090771786739164,0.7830188679245284
EMGT00050000000018,Drosophila,AA,35,16,0.9148920102703519,0.7830188679245284
EMGT00050000000018,Drosophila,AA,35,14,0.915647183204954,0.7955974842767296
EMGT00050000000018,Drosophila,AA,35,9,0.9078689019785531,0.7955974842767296
EMGT00050000000018,Drosophila,AA,35,29,0.9138347681619091,0.7955974842767296
EMGT00050000000018,Drosophila,AA,35,48,0.9170820117806978,0.7861635220125787
EMGT00050000000018,Drosophila,AA,35,30,0.9093792478477571,0.7861635220125787
EMGT00050000000018,Drosophila,AA,35,44,0.9086995922066153,0.7987421383647799
EMGT00050000000018,Drosophila,AA,35,25,0.9161002869657151,0.7955974842767296
EMGT00050000000018,Drosophila,AA,35,18,0.9145899410965111,0.7830188679245284
EMGT00050000000018,Drosophila,AA,35,5,0.9207823591602476,0.779874213836478
EMGT00050000000018,Drosophila,AA,35,7,0.9240296027790365,0.8081761006289309
EMGT00050000000018,Drosophila,AA,35,27,0.9102854553692795,0.789308176100629
EMGT00050000000018,Drosophila,AA,35,46,0.9103609726627397,0.7924528301886793
EMGT00050000000018,Drosophila,AA,35,42,0.9260685697024619,0.8050314465408805
EMGT00050000000018,Drosophila,AA,35,3,0.90673614257665,0.7672955974842768
EMGT00050000000018,Drosophila,AA,35,23,0.9230478779640537,0.8144654088050315
EMGT00050000000018,Drosophila,AA,35,21,0.9458541005890349,0.8113207547169812
EMGT00050000000018,Drosophila,AA,35,1,0.9073402809243317,0.7735849056603774
EMGT00050000000018,Drosophila,AA,35,38,0.9310527110708352,0.8301886792452831
EMGT00050000000018,Drosophila,AA,35,40,0.9106630418365805,0.7861635220125787
EMGT00050000000018,Drosophila,AA,35,26,0.9086240749131551,0.779874213836478
EMGT00050000000018,Drosophila,AA,35,6,0.9103609726627397,0.7861635220125787
EMGT00050000000018,Drosophila,AA,35,47,0.9109651110104214,0.7861635220125787
EMGT00050000000018,Drosophila,AA,35,45,0.9088506267935357,0.7830188679245284
EMGT00050000000018,Drosophila,AA,35,4,0.9114937320646428,0.789308176100629
EMGT00050000000018,Drosophila,AA,35,19,0.9236520163117354,0.789308176100629
EMGT00050000000018,Drosophila,AA,35,24,0.9151940794441927,0.7987421383647799
EMGT00050000000018,Drosophila,AA,35,20,0.9146654583899713,0.7924528301886793
EMGT00050000000018,Drosophila,AA,35,41,0.928334088506268,0.8113207547169812
EMGT00050000000018,Drosophila,AA,35,39,0.9140613200422897,0.7955974842767296
EMGT00050000000018,Drosophila,AA,35,43,0.9132306298142274,0.789308176100629
EMGT00050000000018,Drosophila,AA,35,22,0.9161002869657151,0.8050314465408805
EMGT00050000000018,Drosophila,AA,35,2,0.9138347681619091,0.7767295597484277
EMGT00050000000018,Drosophila,AA,11,28,0.9749675646798444,0.8601823708206687
EMGT00050000000018,Drosophila,AA,11,8,0.969320003052736,0.8875379939209727
EMGT00050000000018,Drosophila,AA,11,15,0.9421506525223231,0.7933130699088146
EMGT00050000000018,Drosophila,AA,11,50,0.9319239868732352,0.756838905775076
EMGT00050000000018,Drosophila,AA,11,31,0.9368083644966801,0.8115501519756839
EMGT00050000000018,Drosophila,AA,11,49,0.9307792108677402,0.8024316109422492
EMGT00050000000018,Drosophila,AA,11,33,0.9659619934366176,0.8571428571428571
EMGT00050000000018,Drosophila,AA,11,17,0.9355109516904526,0.8085106382978723
EMGT00050000000018,Drosophila,AA,11,34,0.9236052812333053,0.7659574468085106
EMGT00050000000018,Drosophila,AA,11,10,0.9310844844692056,0.8237082066869301
EMGT00050000000018,Drosophila,AA,11,12,0.9713805998626269,0.8419452887537994
EMGT00050000000018,Drosophila,AA,11,36,0.9316187132717698,0.7598784194528876
EMGT00050000000018,Drosophila,AA,11,32,0.9825230863161108,0.9057750759878419
EMGT00050000000018,Drosophila,AA,11,16,0.933984583683126,0.7720364741641338
EMGT00050000000018,Drosophila,AA,11,14,0.937724185301076,0.817629179331307
EMGT00050000000018,Drosophila,AA,11,9,0.9546668701824009,0.8449848024316109
EMGT00050000000018,Drosophila,AA,11,29,0.9715332366633596,0.8328267477203647
EMGT00050000000018,Drosophila,AA,11,48,0.9311608028695718,0.7537993920972644
EMGT00050000000018,Drosophila,AA,11,30,0.9630618942226971,0.8237082066869301
EMGT00050000000018,Drosophila,AA,11,44,0.9508509501640846,0.8358662613981763
EMGT00050000000018,Drosophila,AA,11,25,0.9504693581622529,0.851063829787234
EMGT00050000000018,Drosophila,AA,11,18,0.9394795085095017,0.7993920972644377
EMGT00050000000018,Drosophila,AA,11,5,0.9311608028695718,0.7598784194528876
EMGT00050000000018,Drosophila,AA,11,7,0.9339082652827597,0.790273556231003
EMGT00050000000018,Drosophila,AA,11,27,0.9358162252919179,0.8145896656534954
EMGT00050000000018,Drosophila,AA,11,46,0.9635961230252614,0.8297872340425532
EMGT00050000000018,Drosophila,AA,11,42,0.9539036861787377,0.8328267477203647
EMGT00050000000018,Drosophila,AA,11,3,0.9302449820651759,0.78419452887538
EMGT00050000000018,Drosophila,AA,11,23,0.9369610012974128,0.7720364741641338
EMGT00050000000018,Drosophila,AA,11,21,0.9329161260779975,0.7629179331306991
EMGT00050000000018,Drosophila,AA,11,1,0.9361214988933831,0.790273556231003
EMGT00050000000018,Drosophila,AA,11,38,0.9420743341219568,0.7720364741641338
EMGT00050000000018,Drosophila,AA,11,40,0.9860337327329619,0.9179331306990881
EMGT00050000000018,Drosophila,AA,11,26,0.9578722429977867,0.8297872340425532
EMGT00050000000018,Drosophila,AA,11,6,0.9605433870106083,0.8601823708206687
EMGT00050000000018,Drosophila,AA,11,47,0.9320766236739678,0.7872340425531915
EMGT00050000000018,Drosophila,AA,11,45,0.9336793100816607,0.8085106382978723
EMGT00050000000018,Drosophila,AA,11,4,0.9326108524765321,0.790273556231003
EMGT00050000000018,Drosophila,AA,11,19,0.928413340456384,0.7537993920972644
EMGT00050000000018,Drosophila,AA,11,24,0.9725253758681218,0.8571428571428571
EMGT00050000000018,Drosophila,AA,11,20,0.9361978172937495,0.8115501519756839
EMGT00050000000018,Drosophila,AA,11,41,0.929100206059681,0.7659574468085106
EMGT00050000000018,Drosophila,AA,11,39,0.9671830878424789,0.8693009118541033
EMGT00050000000018,Drosophila,AA,11,43,0.9358162252919179,0.8206686930091185
EMGT00050000000018,Drosophila,AA,11,22,0.9713805998626269,0.8875379939209727
EMGT00050000000018,Drosophila,AA,11,2,0.9329161260779975,0.7659574468085106
EMGT00050000000018,Drosophila,AA,28,8,0.955352380952381,0.8140243902439024
EMGT00050000000018,Drosophila,AA,28,15,0.9472,0.8140243902439024
EMGT00050000000018,Drosophila,AA,28,50,0.9318857142857143,0.7530487804878049
EMGT00050000000018,Drosophila,AA,28,31,0.936,0.823170731707317
EMGT00050000000018,Drosophila,AA,28,49,0.9360761904761905,0.8079268292682927
EMGT00050000000018,Drosophila,AA,28,33,0.9680761904761904,0.8689024390243902
EMGT00050000000018,Drosophila,AA,28,17,0.9372190476190476,0.8140243902439024
EMGT00050000000018,Drosophila,AA,28,34,0.9211428571428572,0.75
EMGT00050000000018,Drosophila,AA,28,10,0.9187809523809524,0.7804878048780488
EMGT00050000000018,Drosophila,AA,28,12,0.9768380952380953,0.8719512195121951
EMGT00050000000018,Drosophila,AA,28,36,0.9334857142857143,0.7560975609756098
EMGT00050000000018,Drosophila,AA,28,32,0.9824,0.9176829268292683
EMGT00050000000018,Drosophila,AA,28,16,0.9337142857142857,0.7804878048780488
EMGT00050000000018,Drosophila,AA,28,14,0.9294476190476191,0.7835365853658537
EMGT00050000000018,Drosophila,AA,28,9,0.9544380952380952,0.8536585365853658
EMGT00050000000018,Drosophila,AA,28,29,0.9731047619047619,0.850609756097561
EMGT00050000000018,Drosophila,AA,28,48,0.9308952380952381,0.774390243902439
EMGT00050000000018,Drosophila,AA,28,30,0.9679238095238095,0.8536585365853658
EMGT00050000000018,Drosophila,AA,28,44,0.9474285714285714,0.8140243902439024
EMGT00050000000018,Drosophila,AA,28,25,0.9497142857142857,0.875
EMGT00050000000018,Drosophila,AA,28,18,0.9340952380952381,0.774390243902439
EMGT00050000000018,Drosophila,AA,28,5,0.9365333333333333,0.7865853658536586
EMGT00050000000018,Drosophila,AA,28,7,0.9331047619047619,0.801829268292683
EMGT00050000000018,Drosophila,AA,28,27,0.9379047619047619,0.8201219512195121
EMGT00050000000018,Drosophila,AA,28,46,0.9684571428571429,0.8567073170731707
EMGT00050000000018,Drosophila,AA,28,42,0.952,0.8048780487804879
EMGT00050000000018,Drosophila,AA,28,3,0.9313523809523809,0.7835365853658537
EMGT00050000000018,Drosophila,AA,28,23,0.929752380952381,0.7469512195121951
EMGT00050000000018,Drosophila,AA,28,21,0.9339428571428572,0.7804878048780488
EMGT00050000000018,Drosophila,AA,28,1,0.9399619047619048,0.8170731707317073
EMGT00050000000018,Drosophila,AA,28,38,0.9394285714285714,0.75
EMGT00050000000018,Drosophila,AA,28,40,0.9832380952380952,0.9207317073170732
EMGT00050000000018,Drosophila,AA,28,26,0.9530666666666666,0.8262195121951219
EMGT00050000000018,Drosophila,AA,28,6,0.9522285714285714,0.8292682926829268
EMGT00050000000018,Drosophila,AA,28,47,0.9252571428571429,0.7560975609756098
EMGT00050000000018,Drosophila,AA,28,45,0.9351619047619047,0.8079268292682927
EMGT00050000000018,Drosophila,AA,28,4,0.9251047619047619,0.7530487804878049
EMGT00050000000018,Drosophila,AA,28,19,0.9308952380952381,0.7560975609756098
EMGT00050000000018,Drosophila,AA,28,24,0.9733333333333334,0.8719512195121951
EMGT00050000000018,Drosophila,AA,28,20,0.9382857142857143,0.8170731707317073
EMGT00050000000018,Drosophila,AA,28,41,0.9238095238095239,0.7439024390243902
EMGT00050000000018,Drosophila,AA,28,39,0.9580952380952381,0.8262195121951219
EMGT00050000000018,Drosophila,AA,28,43,0.9339428571428572,0.801829268292683
EMGT00050000000018,Drosophila,AA,28,22,0.9609142857142857,0.8323170731707317
EMGT00050000000018,Drosophila,AA,28,2,0.9326476190476191,0.7804878048780488
EMGT00050000000018,Drosophila,AA,8,15,0.9502868068833652,0.7666666666666667
EMGT00050000000018,Drosophila,AA,8,50,0.9452390057361376,0.7454545454545455
EMGT00050000000018,Drosophila,AA,8,31,0.941491395793499,0.8121212121212121
EMGT00050000000018,Drosophila,AA,8,49,0.947074569789675,0.8272727272727273
EMGT00050000000018,Drosophila,AA,8,33,0.987227533460803,0.9212121212121213
EMGT00050000000018,Drosophila,AA,8,17,0.9538049713193116,0.8333333333333334
EMGT00050000000018,Drosophila,AA,8,34,0.9378202676864245,0.7636363636363637
EMGT00050000000018,Drosophila,AA,8,10,0.935755258126195,0.8212121212121212
EMGT00050000000018,Drosophila,AA,8,12,0.9577820267686424,0.8303030303030303
EMGT00050000000018,Drosophila,AA,8,36,0.9438623326959847,0.7545454545454545
EMGT00050000000018,Drosophila,AA,8,32,0.9551816443594646,0.8090909090909091
EMGT00050000000018,Drosophila,AA,8,16,0.9478393881453155,0.7696969696969697
EMGT00050000000018,Drosophila,AA,8,14,0.9477629063097515,0.8
EMGT00050000000018,Drosophila,AA,8,9,0.9447036328871893,0.7848484848484848
EMGT00050000000018,Drosophila,AA,8,29,0.9746845124282982,0.8757575757575757
EMGT00050000000018,Drosophila,AA,8,48,0.9221414913957935,0.7393939393939394
EMGT00050000000018,Drosophila,AA,8,30,0.9554875717017208,0.8212121212121212
EMGT00050000000018,Drosophila,AA,8,44,0.942791586998088,0.8242424242424242
EMGT00050000000018,Drosophila,AA,8,25,0.9532695984703633,0.8393939393939394
EMGT00050000000018,Drosophila,AA,8,18,0.9524282982791586,0.7818181818181819
EMGT00050000000018,Drosophila,AA,8,5,0.9416443594646271,0.7454545454545455
EMGT00050000000018,Drosophila,AA,8,7,0.9370554493307839,0.7727272727272727
EMGT00050000000018,Drosophila,AA,8,27,0.9522753346080306,0.8333333333333334
EMGT00050000000018,Drosophila,AA,8,46,0.9544933078393881,0.8212121212121212
EMGT00050000000018,Drosophila,AA,8,42,0.9573231357552582,0.806060606060606
EMGT00050000000018,Drosophila,AA,8,3,0.9518929254302103,0.8121212121212121
EMGT00050000000018,Drosophila,AA,8,23,0.9290248565965583,0.7575757575757576
EMGT00050000000018,Drosophila,AA,8,21,0.92282982791587,0.7424242424242424
EMGT00050000000018,Drosophila,AA,8,1,0.9398087954110899,0.7909090909090909
EMGT00050000000018,Drosophila,AA,8,38,0.9352198852772466,0.7545454545454545
EMGT00050000000018,Drosophila,AA,8,40,0.9608413001912046,0.8303030303030303
EMGT00050000000018,Drosophila,AA,8,26,0.9330783938814532,0.7848484848484848
EMGT00050000000018,Drosophila,AA,8,6,0.9844741873804971,0.8939393939393939
EMGT00050000000018,Drosophila,AA,8,47,0.948451242829828,0.793939393939394
EMGT00050000000018,Drosophila,AA,8,45,0.9534225621414913,0.8333333333333334
EMGT00050000000018,Drosophila,AA,8,4,0.9477629063097515,0.796969696969697
EMGT00050000000018,Drosophila,AA,8,19,0.9447801147227534,0.7545454545454545
EMGT00050000000018,Drosophila,AA,8,24,0.9709369024856597,0.8696969696969697
EMGT00050000000018,Drosophila,AA,8,20,0.9538814531548757,0.8363636363636363
EMGT00050000000018,Drosophila,AA,8,41,0.931548757170172,0.7545454545454545
EMGT00050000000018,Drosophila,AA,8,39,0.9878393881453155,0.9181818181818182
EMGT00050000000018,Drosophila,AA,8,43,0.9498279158699808,0.8363636363636363
EMGT00050000000018,Drosophila,AA,8,22,0.9869216061185468,0.9151515151515152
EMGT00050000000018,Drosophila,AA,8,2,0.9476864244741874,0.7666666666666667
EMGT00050000000018,Drosophila,AA,15,50,0.9614175040270001,0.8454545454545455
EMGT00050000000018,Drosophila,AA,15,31,0.9666334279358748,0.8545454545454545
EMGT00050000000018,Drosophila,AA,15,49,0.9496049704686661,0.7606060606060606
EMGT00050000000018,Drosophila,AA,15,33,0.9666334279358748,0.8303030303030303
EMGT00050000000018,Drosophila,AA,15,17,0.9504487228656899,0.7666666666666667
EMGT00050000000018,Drosophila,AA,15,34,0.9418577893687198,0.7636363636363637
EMGT00050000000018,Drosophila,AA,15,10,0.9452327989568152,0.7757575757575758
EMGT00050000000018,Drosophila,AA,15,12,0.9459998465904733,0.7848484848484848
EMGT00050000000018,Drosophila,AA,15,36,0.9617243230804633,0.8393939393939394
EMGT00050000000018,Drosophila,AA,15,32,0.9582726087290021,0.8363636363636363
EMGT00050000000018,Drosophila,AA,15,16,0.959499884942855,0.8484848484848485
EMGT00050000000018,Drosophila,AA,15,14,0.9552044181943699,0.796969696969697
EMGT00050000000018,Drosophila,AA,15,9,0.9551277134310041,0.8515151515151516
EMGT00050000000018,Drosophila,AA,15,29,0.9590396563626601,0.8272727272727273
EMGT00050000000018,Drosophila,AA,15,48,0.9280509319628749,0.7515151515151515
EMGT00050000000018,Drosophila,AA,15,30,0.9363350464063819,0.7666666666666667
EMGT00050000000018,Drosophila,AA,15,44,0.9367952749865767,0.7696969696969697
EMGT00050000000018,Drosophila,AA,15,25,0.978369256730843,0.8787878787878788
EMGT00050000000018,Drosophila,AA,15,18,0.966556723172509,0.8757575757575757
EMGT00050000000018,Drosophila,AA,15,5,0.9611106849735369,0.8363636363636363
EMGT00050000000018,Drosophila,AA,15,7,0.9550510086676383,0.8181818181818182
EMGT00050000000018,Drosophila,AA,15,27,0.9535169134003222,0.7787878787878788
EMGT00050000000018,Drosophila,AA,15,46,0.9396333512311115,0.7727272727272727
EMGT00050000000018,Drosophila,AA,15,42,0.9576589706220756,0.7878787878787878
EMGT00050000000018,Drosophila,AA,15,3,0.944542456086523,0.7393939393939394
EMGT00050000000018,Drosophila,AA,15,23,0.9321929891846283,0.7606060606060606
EMGT00050000000018,Drosophila,AA,15,21,0.9324998082380915,0.7575757575757576
EMGT00050000000018,Drosophila,AA,15,1,0.9506788371557874,0.7575757575757576
EMGT00050000000018,Drosophila,AA,15,38,0.9330367415816522,0.7636363636363637
EMGT00050000000018,Drosophila,AA,15,40,0.9512924752627138,0.8090909090909091
EMGT00050000000018,Drosophila,AA,15,26,0.9372555035667715,0.7606060606060606
EMGT00050000000018,Drosophila,AA,15,6,0.9548975991409067,0.7909090909090909
EMGT00050000000018,Drosophila,AA,15,47,0.9500651990488609,0.7878787878787878
EMGT00050000000018,Drosophila,AA,15,45,0.9514458847894455,0.7696969696969697
EMGT00050000000018,Drosophila,AA,15,4,0.952366341949835,0.7909090909090909
EMGT00050000000018,Drosophila,AA,15,19,0.9595765897062207,0.8545454545454545
EMGT00050000000018,Drosophila,AA,15,24,0.9623379611873898,0.8333333333333334
EMGT00050000000018,Drosophila,AA,15,20,0.9515225895528112,0.7696969696969697
EMGT00050000000018,Drosophila,AA,15,41,0.9324998082380915,0.7575757575757576
EMGT00050000000018,Drosophila,AA,15,39,0.9541305515072486,0.7727272727272727
EMGT00050000000018,Drosophila,AA,15,43,0.9513691800260796,0.7727272727272727
EMGT00050000000018,Drosophila,AA,15,22,0.9578123801488072,0.7878787878787878
EMGT00050000000018,Drosophila,AA,15,2,0.9584260182557337,0.8484848484848485
EMGT00050000000018,Drosophila,AA,50,31,0.9384650841207651,0.7560240963855421
EMGT00050000000018,Drosophila,AA,50,49,0.9466082814780672,0.7560240963855421
EMGT00050000000018,Drosophila,AA,50,33,0.9542137205193209,0.7590361445783133
EMGT00050000000018,Drosophila,AA,50,17,0.9675808558039487,0.7650602409638554
EMGT00050000000018,Drosophila,AA,50,34,0.9598985941461167,0.7740963855421686
EMGT00050000000018,Drosophila,AA,50,10,0.933625259276331,0.7469879518072289
EMGT00050000000018,Drosophila,AA,50,12,0.9529077360374895,0.7801204819277109
EMGT00050000000018,Drosophila,AA,50,36,0.9819466851040947,0.891566265060241
EMGT00050000000018,Drosophila,AA,50,32,0.9378505031881386,0.7439759036144579
EMGT00050000000018,Drosophila,AA,50,16,0.9699623569178766,0.858433734939759
EMGT00050000000018,Drosophila,AA,50,14,0.9648152416071292,0.7921686746987951
EMGT00050000000018,Drosophila,AA,50,9,0.9317815164784513,0.7560240963855421
EMGT00050000000018,Drosophila,AA,50,29,0.9453791196128141,0.7650602409638554
EMGT00050000000018,Drosophila,AA,50,48,0.9485288468925251,0.8012048192771084
EMGT00050000000018,Drosophila,AA,50,30,0.9465314588614888,0.7530120481927711
EMGT00050000000018,Drosophila,AA,50,44,0.9472228624106938,0.7620481927710844
EMGT00050000000018,Drosophila,AA,50,25,0.9535991395866943,0.7771084337349398
EMGT00050000000018,Drosophila,AA,50,18,0.9724975032649612,0.8734939759036144
EMGT00050000000018,Drosophila,AA,50,5,0.9789506030575401,0.8674698795180723
EMGT00050000000018,Drosophila,AA,50,7,0.9441499577475608,0.7560240963855421
