name,ic_type,number_models,data_type,num_seq,min_seq_length,max_seq_length,mean_seq_length,stdev_seq_length,tree_length,mean_pairwise_distance
ENSGT00390000004874.Euteleostomi.001,BIC,1,aa,58,385,622,512.5517241,71.61328222,8.72072,1.195917907
ENSGT00390000005092.Euteleostomi.001,AIC,1,aa,63,202,218,204.7301587,2.818180317,1.41512,0.073014931
ENSGT00390000005092.Euteleostomi.001,AICc,1,aa,63,202,218,204.7301587,2.818180317,1.41512,0.073014931
ENSGT00390000005092.Euteleostomi.001,BIC,1,aa,63,202,218,204.7301587,2.818180317,1.41512,0.073014931
ENSGT00390000005295.Euteleostomi.002,AIC,1,aa,51,361,498,424.7647059,38.0050461,14.29424,1.726484204
ENSGT00390000005295.Euteleostomi.002,AICc,1,aa,51,361,498,424.7647059,38.0050461,14.29424,1.726484204
ENSGT00390000005295.Euteleostomi.002,BIC,2,aa,51,361,498,424.7647059,38.0050461,14.29424,1.726484204
ENSGT00390000005434.Euteleostomi.001,AIC,1,aa,56,259,386,301.8214286,28.03057236,5.03103,0.904449494
ENSGT00390000005434.Euteleostomi.001,AICc,1,aa,56,259,386,301.8214286,28.03057236,5.03103,0.904449494
ENSGT00390000005434.Euteleostomi.001,BIC,1,aa,56,259,386,301.8214286,28.03057236,5.03103,0.904449494
ENSGT00390000005655.Euteleostomi.001,AIC,1,aa,58,386,560,449.3103448,52.93200103,5.52597,0.937257441
ENSGT00390000005655.Euteleostomi.001,AICc,1,aa,58,386,560,449.3103448,52.93200103,5.52597,0.937257441
ENSGT00390000005655.Euteleostomi.001,BIC,2,aa,58,386,560,449.3103448,52.93200103,5.52597,0.937257441
ENSGT00390000005703.Euteleostomi.001,AIC,1,aa,62,431,916,547.9193548,77.98135515,11.66857,1.172473469
ENSGT00390000005703.Euteleostomi.001,AICc,1,aa,62,431,916,547.9193548,77.98135515,11.66857,1.172473469
ENSGT00390000005703.Euteleostomi.001,BIC,1,aa,62,431,916,547.9193548,77.98135515,11.66857,1.172473469
ENSGT00390000005717.Euteleostomi.001,AIC,1,aa,54,204,257,217.9444444,13.56663035,18.38498,1.730921174
ENSGT00390000005717.Euteleostomi.001,AICc,1,aa,54,204,257,217.9444444,13.56663035,18.38498,1.730921174
ENSGT00390000005717.Euteleostomi.001,BIC,2,aa,54,204,257,217.9444444,13.56663035,18.38498,1.730921174
ENSGT00390000005730.Euteleostomi.001,AIC,2,aa,61,305,334,309.8688525,4.31074398,6.50106,0.579921934
ENSGT00390000005730.Euteleostomi.001,AICc,1,aa,61,305,334,309.8688525,4.31074398,6.50106,0.579921934
ENSGT00390000005730.Euteleostomi.001,BIC,1,aa,61,305,334,309.8688525,4.31074398,6.50106,0.579921934
ENSGT00390000005767.Euteleostomi.001,AIC,1,aa,55,366,442,401.5636364,17.84476647,11.3319,1.434174545
ENSGT00390000005767.Euteleostomi.001,AICc,1,aa,55,366,442,401.5636364,17.84476647,11.3319,1.434174545
ENSGT00390000005767.Euteleostomi.001,BIC,2,aa,55,366,442,401.5636364,17.84476647,11.3319,1.434174545
ENSGT00390000005922.Euteleostomi.001,AIC,1,aa,61,500,522,508.1147541,4.37454135,3.90402,0.44715365
ENSGT00390000005922.Euteleostomi.001,AICc,1,aa,61,500,522,508.1147541,4.37454135,3.90402,0.44715365
ENSGT00390000005922.Euteleostomi.001,BIC,2,aa,61,500,522,508.1147541,4.37454135,3.90402,0.44715365
ENSGT00390000006046.Euteleostomi.001,AIC,1,aa,51,603,862,694.2352941,60.26295321,6.79461,1.053679216
ENSGT00390000006046.Euteleostomi.001,AICc,1,aa,51,603,862,694.2352941,60.26295321,6.79461,1.053679216
ENSGT00390000006046.Euteleostomi.001,BIC,1,aa,51,603,862,694.2352941,60.26295321,6.79461,1.053679216
ENSGT00390000006208.Euteleostomi.001,AIC,1,aa,62,284,347,321.6451613,16.02160097,3.91648,0.554035669
ENSGT00390000006208.Euteleostomi.001,AICc,1,aa,62,284,347,321.6451613,16.02160097,3.91648,0.554035669
ENSGT00390000006208.Euteleostomi.001,BIC,1,aa,62,284,347,321.6451613,16.02160097,3.91648,0.554035669
ENSGT00390000006494.Euteleostomi.001,AIC,2,aa,56,203,257,222.9107143,13.91830291,11.94976,1.360301688
ENSGT00390000006494.Euteleostomi.001,AICc,2,aa,56,203,257,222.9107143,13.91830291,11.94976,1.360301688
ENSGT00390000006494.Euteleostomi.001,BIC,2,aa,56,203,257,222.9107143,13.91830291,11.94976,1.360301688
ENSGT00390000006647.Euteleostomi.001,AIC,1,aa,54,466,983,500.7222222,74.2665817,2.73086,0.307167932
ENSGT00390000006647.Euteleostomi.001,AICc,1,aa,54,466,983,500.7222222,74.2665817,2.73086,0.307167932
ENSGT00390000006647.Euteleostomi.001,BIC,1,aa,54,466,983,500.7222222,74.2665817,2.73086,0.307167932
ENSGT00390000006788.Euteleostomi.001,AIC,1,aa,62,549,702,623.0322581,31.8248113,3.5464,0.528533998
ENSGT00390000006788.Euteleostomi.001,AICc,2,aa,62,549,702,623.0322581,31.8248113,3.5464,0.528533998
ENSGT00390000006788.Euteleostomi.001,BIC,2,aa,62,549,702,623.0322581,31.8248113,3.5464,0.528533998
ENSGT00390000007252.Euteleostomi.001,AIC,1,aa,59,380,493,445.9152542,34.80402679,12.84586,1.361084909
ENSGT00390000007252.Euteleostomi.001,AICc,1,aa,59,380,493,445.9152542,34.80402679,12.84586,1.361084909
ENSGT00390000007252.Euteleostomi.001,BIC,1,aa,59,380,493,445.9152542,34.80402679,12.84586,1.361084909
ENSGT00390000007443.Euteleostomi.001,AIC,1,aa,62,298,379,323.8709677,12.65880614,3.29725,0.32116147
ENSGT00390000007443.Euteleostomi.001,AICc,1,aa,62,298,379,323.8709677,12.65880614,3.29725,0.32116147
ENSGT00390000007443.Euteleostomi.001,BIC,2,aa,62,298,379,323.8709677,12.65880614,3.29725,0.32116147
ENSGT00390000007586.Euteleostomi.001,AIC,1,aa,60,495,579,560.25,20.41321025,7.92623,0.795556164
ENSGT00390000007586.Euteleostomi.001,AICc,1,aa,60,495,579,560.25,20.41321025,7.92623,0.795556164
ENSGT00390000007586.Euteleostomi.001,BIC,2,aa,60,495,579,560.25,20.41321025,7.92623,0.795556164
ENSGT00390000007681.Euteleostomi.001,AIC,1,aa,57,290,362,304.8947368,20.54497176,1.42955,0.216040514
ENSGT00390000007681.Euteleostomi.001,AICc,1,aa,57,290,362,304.8947368,20.54497176,1.42955,0.216040514
ENSGT00390000007681.Euteleostomi.001,BIC,1,aa,57,290,362,304.8947368,20.54497176,1.42955,0.216040514
ENSGT00390000008002.Euteleostomi.001,AIC,1,aa,58,308,359,334.5689655,14.29159005,8.07896,0.927123243
ENSGT00390000008002.Euteleostomi.001,AICc,2,aa,58,308,359,334.5689655,14.29159005,8.07896,0.927123243
ENSGT00390000008002.Euteleostomi.001,BIC,2,aa,58,308,359,334.5689655,14.29159005,8.07896,0.927123243
ENSGT00390000008162.Euteleostomi.001,AIC,1,aa,52,238,271,247.8269231,8.560559707,6.50995,0.696455196
ENSGT00390000008162.Euteleostomi.001,AICc,1,aa,52,238,271,247.8269231,8.560559707,6.50995,0.696455196
ENSGT00390000008162.Euteleostomi.001,BIC,1,aa,52,238,271,247.8269231,8.560559707,6.50995,0.696455196
ENSGT00390000008164.Euteleostomi.001,AIC,1,aa,56,383,455,440.5178571,15.66813915,6.38869,0.581196104
ENSGT00390000008164.Euteleostomi.001,AICc,1,aa,56,383,455,440.5178571,15.66813915,6.38869,0.581196104
ENSGT00390000008164.Euteleostomi.001,BIC,1,aa,56,383,455,440.5178571,15.66813915,6.38869,0.581196104
ENSGT00390000008279.Euteleostomi.001,AIC,2,aa,62,309,355,332.2903226,9.820332031,9.16897,1.596992919
ENSGT00390000008279.Euteleostomi.001,AICc,1,aa,62,309,355,332.2903226,9.820332031,9.16897,1.596992919
ENSGT00390000008279.Euteleostomi.001,BIC,1,aa,62,309,355,332.2903226,9.820332031,9.16897,1.596992919
ENSGT00390000008456.Euteleostomi.001,AIC,1,aa,54,292,328,298.9259259,5.215549508,1.63918,0.153838183
ENSGT00390000008456.Euteleostomi.001,AICc,1,aa,54,292,328,298.9259259,5.215549508,1.63918,0.153838183
ENSGT00390000008456.Euteleostomi.001,BIC,1,aa,54,292,328,298.9259259,5.215549508,1.63918,0.153838183
ENSGT00390000008527.Euteleostomi.001,AIC,1,aa,57,226,288,245.877193,23.33457748,8.61325,0.850410802
ENSGT00390000008527.Euteleostomi.001,AICc,1,aa,57,226,288,245.877193,23.33457748,8.61325,0.850410802
ENSGT00390000008527.Euteleostomi.001,BIC,1,aa,57,226,288,245.877193,23.33457748,8.61325,0.850410802
ENSGT00390000008565.Euteleostomi.001,AIC,2,aa,61,580,667,605.7704918,20.78572703,6.71208,1.171904678
ENSGT00390000008565.Euteleostomi.001,AICc,1,aa,61,580,667,605.7704918,20.78572703,6.71208,1.171904678
ENSGT00390000008565.Euteleostomi.001,BIC,1,aa,61,580,667,605.7704918,20.78572703,6.71208,1.171904678
ENSGT00390000008822.Euteleostomi.002,AIC,3,aa,58,351,435,400.6551724,16.97320047,7.22364,0.967806987
ENSGT00390000008822.Euteleostomi.002,AICc,1,aa,58,351,435,400.6551724,16.97320047,7.22364,0.967806987
ENSGT00390000008822.Euteleostomi.002,BIC,1,aa,58,351,435,400.6551724,16.97320047,7.22364,0.967806987
ENSGT00390000008958.Euteleostomi.003,AIC,1,aa,55,398,582,485.1454545,49.86404412,9.07881,0.697027798
ENSGT00390000008958.Euteleostomi.003,AICc,1,aa,55,398,582,485.1454545,49.86404412,9.07881,0.697027798
ENSGT00390000008958.Euteleostomi.003,BIC,1,aa,55,398,582,485.1454545,49.86404412,9.07881,0.697027798
ENSGT00390000008991.Euteleostomi.001,AIC,2,aa,63,242,265,252.984127,4.379173819,4.98882,0.529749995
ENSGT00390000008991.Euteleostomi.001,AICc,1,aa,63,242,265,252.984127,4.379173819,4.98882,0.529749995
ENSGT00390000008991.Euteleostomi.001,BIC,1,aa,63,242,265,252.984127,4.379173819,4.98882,0.529749995
ENSGT00390000009222.Euteleostomi.001,AIC,4,aa,56,550,587,571.5178571,8.19975847,5.2134,1.055693351
ENSGT00390000009222.Euteleostomi.001,AICc,3,aa,56,550,587,571.5178571,8.19975847,5.2134,1.055693351
ENSGT00390000009222.Euteleostomi.001,BIC,3,aa,56,550,587,571.5178571,8.19975847,5.2134,1.055693351
ENSGT00390000009278.Euteleostomi.001,AIC,1,aa,50,231,286,251.46,9.510917465,9.97946,1.12520498
ENSGT00390000009278.Euteleostomi.001,AICc,2,aa,50,231,286,251.46,9.510917465,9.97946,1.12520498
ENSGT00390000009278.Euteleostomi.001,BIC,1,aa,50,231,286,251.46,9.510917465,9.97946,1.12520498
ENSGT00390000009331.Euteleostomi.001,AIC,1,aa,60,282,295,286.1,2.838595977,4.64919,0.886541734
ENSGT00390000009331.Euteleostomi.001,AICc,1,aa,60,282,295,286.1,2.838595977,4.64919,0.886541734
ENSGT00390000009331.Euteleostomi.001,BIC,1,aa,60,282,295,286.1,2.838595977,4.64919,0.886541734
ENSGT00390000009391.Euteleostomi.001,AIC,3,aa,50,1059,1221,1137.14,29.80139019,4.82406,0.835981339
ENSGT00390000009391.Euteleostomi.001,AICc,2,aa,50,1059,1221,1137.14,29.80139019,4.82406,0.835981339
ENSGT00390000009391.Euteleostomi.001,BIC,2,aa,50,1059,1221,1137.14,29.80139019,4.82406,0.835981339
ENSGT00390000009532.Euteleostomi.001,AIC,2,aa,62,361,562,396.1774194,28.44870229,7.67254,0.848680137
ENSGT00390000009532.Euteleostomi.001,AICc,1,aa,62,361,562,396.1774194,28.44870229,7.67254,0.848680137
ENSGT00390000009532.Euteleostomi.001,BIC,1,aa,62,361,562,396.1774194,28.44870229,7.67254,0.848680137
ENSGT00390000009595.Euteleostomi.001,AIC,1,aa,62,817,1310,907.9516129,74.90724919,9.57033,1.103371031
ENSGT00390000009595.Euteleostomi.001,AICc,1,aa,62,817,1310,907.9516129,74.90724919,9.57033,1.103371031
ENSGT00390000009595.Euteleostomi.001,BIC,1,aa,62,817,1310,907.9516129,74.90724919,9.57033,1.103371031
ENSGT00390000009763.Euteleostomi.002,AIC,1,aa,54,539,682,588.5555556,39.78274333,7.12937,1.012193033
ENSGT00390000009763.Euteleostomi.002,AICc,1,aa,54,539,682,588.5555556,39.78274333,7.12937,1.012193033
ENSGT00390000009763.Euteleostomi.002,BIC,2,aa,54,539,682,588.5555556,39.78274333,7.12937,1.012193033
ENSGT00390000009798.Euteleostomi.002,AIC,1,aa,60,409,529,477.2833333,32.24802801,9.93732,1.392693921
ENSGT00390000009798.Euteleostomi.002,AICc,1,aa,60,409,529,477.2833333,32.24802801,9.93732,1.392693921
ENSGT00390000009798.Euteleostomi.002,BIC,1,aa,60,409,529,477.2833333,32.24802801,9.93732,1.392693921
ENSGT00390000009905.Euteleostomi.001,AIC,1,aa,53,488,594,519.6603774,19.58408243,2.04504,0.341217808
ENSGT00390000009905.Euteleostomi.001,AICc,1,aa,53,488,594,519.6603774,19.58408243,2.04504,0.341217808
ENSGT00390000009905.Euteleostomi.001,BIC,2,aa,53,488,594,519.6603774,19.58408243,2.04504,0.341217808
ENSGT00390000009905.Euteleostomi.002,AIC,1,aa,59,489,632,543.8813559,34.38227528,2.42538,0.391418925
ENSGT00390000009905.Euteleostomi.002,AICc,1,aa,59,489,632,543.8813559,34.38227528,2.42538,0.391418925
ENSGT00390000009905.Euteleostomi.002,BIC,1,aa,59,489,632,543.8813559,34.38227528,2.42538,0.391418925
ENSGT00390000009929.Euteleostomi.001,AIC,1,aa,59,276,371,329.4745763,15.63523423,6.90878,0.913042022
ENSGT00390000009929.Euteleostomi.001,AICc,1,aa,59,276,371,329.4745763,15.63523423,6.90878,0.913042022
ENSGT00390000009929.Euteleostomi.001,BIC,1,aa,59,276,371,329.4745763,15.63523423,6.90878,0.913042022
ENSGT00390000010072.Euteleostomi.001,AIC,2,aa,54,497,527,514.8148148,8.496556626,6.27215,0.745962411
ENSGT00390000010072.Euteleostomi.001,AICc,1,aa,54,497,527,514.8148148,8.496556626,6.27215,0.745962411
ENSGT00390000010072.Euteleostomi.001,BIC,1,aa,54,497,527,514.8148148,8.496556626,6.27215,0.745962411
ENSGT00390000010091.Euteleostomi.001,AIC,2,aa,56,756,979,814.3928571,39.33523915,4.90812,0.710989649
ENSGT00390000010091.Euteleostomi.001,AICc,2,aa,56,756,979,814.3928571,39.33523915,4.90812,0.710989649
ENSGT00390000010091.Euteleostomi.001,BIC,1,aa,56,756,979,814.3928571,39.33523915,4.90812,0.710989649
ENSGT00390000010116.Euteleostomi.001,AIC,1,aa,59,628,683,659.9152542,10.46387568,3.16264,0.244403729
ENSGT00390000010116.Euteleostomi.001,AICc,1,aa,59,628,683,659.9152542,10.46387568,3.16264,0.244403729
ENSGT00390000010116.Euteleostomi.001,BIC,1,aa,59,628,683,659.9152542,10.46387568,3.16264,0.244403729
ENSGT00390000010157.Euteleostomi.001,AIC,2,aa,60,299,331,309.1666667,5.955105107,8.2179,1.024737825
ENSGT00390000010157.Euteleostomi.001,AICc,1,aa,60,299,331,309.1666667,5.955105107,8.2179,1.024737825
ENSGT00390000010157.Euteleostomi.001,BIC,1,aa,60,299,331,309.1666667,5.955105107,8.2179,1.024737825
ENSGT00390000010600.Euteleostomi.001,AIC,2,aa,62,212,357,260.0806452,42.2689664,7.4252,1.195205632
ENSGT00390000010600.Euteleostomi.001,AICc,2,aa,62,212,357,260.0806452,42.2689664,7.4252,1.195205632
ENSGT00390000010600.Euteleostomi.001,BIC,4,aa,62,212,357,260.0806452,42.2689664,7.4252,1.195205632
ENSGT00390000010947.Euteleostomi.003,AIC,1,aa,50,416,513,468.48,17.7030379,6.78244,0.806705559
ENSGT00390000010947.Euteleostomi.003,AICc,1,aa,50,416,513,468.48,17.7030379,6.78244,0.806705559
ENSGT00390000010947.Euteleostomi.003,BIC,1,aa,50,416,513,468.48,17.7030379,6.78244,0.806705559
ENSGT00390000011425.Euteleostomi.001,AIC,3,aa,52,289,320,299.9615385,5.328287583,9.43843,1.384487934
ENSGT00390000011425.Euteleostomi.001,AICc,2,aa,52,289,320,299.9615385,5.328287583,9.43843,1.384487934
ENSGT00390000011425.Euteleostomi.001,BIC,2,aa,52,289,320,299.9615385,5.328287583,9.43843,1.384487934
ENSGT00390000011560.Euteleostomi.002,AIC,1,aa,62,456,505,464.3709677,10.25132358,5.82048,0.675762263
ENSGT00390000011560.Euteleostomi.002,AICc,1,aa,62,456,505,464.3709677,10.25132358,5.82048,0.675762263
ENSGT00390000011560.Euteleostomi.002,BIC,1,aa,62,456,505,464.3709677,10.25132358,5.82048,0.675762263
ENSGT00390000011587.Euteleostomi.001,AIC,1,aa,52,712,1003,827.6730769,97.92768864,10.58579,1.590584057
ENSGT00390000011587.Euteleostomi.001,AICc,1,aa,52,712,1003,827.6730769,97.92768864,10.58579,1.590584057
ENSGT00390000011587.Euteleostomi.001,BIC,1,aa,52,712,1003,827.6730769,97.92768864,10.58579,1.590584057
ENSGT00390000011747.Euteleostomi.001,AIC,1,aa,51,213,303,227.9019608,17.31849289,3.69313,0.288520518
ENSGT00390000011747.Euteleostomi.001,AICc,1,aa,51,213,303,227.9019608,17.31849289,3.69313,0.288520518
ENSGT00390000011747.Euteleostomi.001,BIC,1,aa,51,213,303,227.9019608,17.31849289,3.69313,0.288520518
ENSGT00390000011821.Euteleostomi.001,AIC,1,aa,55,325,791,624.0181818,141.9901524,15.92489,1.453665266
