name,ic_type,number_models,data_type,num_seq,min_seq_length,max_seq_length,mean_seq_length,stdev_seq_length,tree_length,mean_pairwise_distance
ENSGT00390000003774.Euteleostomi.001.nt,AICc,1,nt,53,1287,1431,1375.301886792453,33.6878115973375,10.018690000000003,0.8646564005805509
ENSGT00390000003774.Euteleostomi.001.nt,BIC,1,nt,53,1287,1431,1375.301886792453,33.6878115973375,10.018690000000003,0.8646564005805509
ENSGT00390000003950.Euteleostomi.002.nt,AIC,1,nt,55,2169,2298,2222.181818181818,21.897142473045392,5.821730000000001,0.6951388821548823
ENSGT00390000003950.Euteleostomi.002.nt,AICc,1,nt,55,2169,2298,2222.181818181818,21.897142473045392,5.821730000000001,0.6951388821548823
ENSGT00390000003950.Euteleostomi.002.nt,BIC,1,nt,55,2169,2298,2222.181818181818,21.897142473045392,5.821730000000001,0.6951388821548823
ENSGT00390000004311.Euteleostomi.001.nt,AIC,2,nt,54,3369,3633,3484.3888888888887,89.12730277882828,3.39875,0.5741403004891683
ENSGT00390000004311.Euteleostomi.001.nt,AICc,2,nt,54,3369,3633,3484.3888888888887,89.12730277882828,3.39875,0.5741403004891683
ENSGT00390000004311.Euteleostomi.001.nt,BIC,2,nt,54,3369,3633,3484.3888888888887,89.12730277882828,3.39875,0.5741403004891683
ENSGT00390000004417.Euteleostomi.001.nt,AIC,1,nt,62,1269,1716,1487.8064516129032,88.02567410680044,8.222220000000002,0.9149559703860377
ENSGT00390000004417.Euteleostomi.001.nt,AICc,1,nt,62,1269,1716,1487.8064516129032,88.02567410680044,8.222220000000002,0.9149559703860377
ENSGT00390000004417.Euteleostomi.001.nt,BIC,2,nt,62,1269,1716,1487.8064516129032,88.02567410680044,8.222220000000002,0.9149559703860377
ENSGT00390000004600.Euteleostomi.001.nt,AIC,1,nt,58,4380,4674,4572.827586206897,72.32993069796997,6.588949999999997,0.7930741984271016
ENSGT00390000004600.Euteleostomi.001.nt,AICc,1,nt,58,4380,4674,4572.827586206897,72.32993069796997,6.588949999999997,0.7930741984271016
ENSGT00390000004600.Euteleostomi.001.nt,BIC,1,nt,58,4380,4674,4572.827586206897,72.32993069796997,6.588949999999997,0.7930741984271016
ENSGT00390000004874.Euteleostomi.001.nt,AIC,1,nt,58,1155,1866,1537.655172413793,214.83984665238168,8.249340000000004,1.0466587416817885
ENSGT00390000004874.Euteleostomi.001.nt,AICc,1,nt,58,1155,1866,1537.655172413793,214.83984665238168,8.249340000000004,1.0466587416817885
ENSGT00390000004874.Euteleostomi.001.nt,BIC,1,nt,58,1155,1866,1537.655172413793,214.83984665238168,8.249340000000004,1.0466587416817885
ENSGT00390000005092.Euteleostomi.001.nt,AIC,4,nt,63,606,654,614.1904761904761,8.454540949857128,3.232029999999998,0.24801412186379956
ENSGT00390000005092.Euteleostomi.001.nt,AICc,2,nt,63,606,654,614.1904761904761,8.454540949857128,3.232029999999998,0.24801412186379956
ENSGT00390000005092.Euteleostomi.001.nt,BIC,3,nt,63,606,654,614.1904761904761,8.454540949857128,3.232029999999998,0.24801412186379956
ENSGT00390000005295.Euteleostomi.002.nt,AIC,2,nt,51,1083,1494,1274.2941176470588,114.01513831376026,10.625459999999997,1.1783166117647075
ENSGT00390000005295.Euteleostomi.002.nt,AICc,2,nt,51,1083,1494,1274.2941176470588,114.01513831376026,10.625459999999997,1.1783166117647075
ENSGT00390000005295.Euteleostomi.002.nt,BIC,1,nt,51,1083,1494,1274.2941176470588,114.01513831376026,10.625459999999997,1.1783166117647075
ENSGT00390000005434.Euteleostomi.001.nt,AIC,2,nt,56,777,1158,905.4642857142857,84.09171708983521,6.1629499999999995,0.8748509610389619
ENSGT00390000005434.Euteleostomi.001.nt,AICc,2,nt,56,777,1158,905.4642857142857,84.09171708983521,6.1629499999999995,0.8748509610389619
ENSGT00390000005434.Euteleostomi.001.nt,BIC,1,nt,56,777,1158,905.4642857142857,84.09171708983521,6.1629499999999995,0.8748509610389619
ENSGT00390000005655.Euteleostomi.001.nt,AIC,1,nt,58,1158,1680,1347.9310344827586,158.7960030948861,5.65085,0.8825030550514228
ENSGT00390000005655.Euteleostomi.001.nt,AICc,1,nt,58,1158,1680,1347.9310344827586,158.7960030948861,5.65085,0.8825030550514228
ENSGT00390000005655.Euteleostomi.001.nt,BIC,1,nt,58,1158,1680,1347.9310344827586,158.7960030948861,5.65085,0.8825030550514228
ENSGT00390000005703.Euteleostomi.001.nt,AIC,1,nt,62,1293,2748,1643.758064516129,233.94406543780832,8.31849,0.7753087361184556
ENSGT00390000005703.Euteleostomi.001.nt,AICc,1,nt,62,1293,2748,1643.758064516129,233.94406543780832,8.31849,0.7753087361184556
ENSGT00390000005703.Euteleostomi.001.nt,BIC,4,nt,62,1293,2748,1643.758064516129,233.94406543780832,8.31849,0.7753087361184556
ENSGT00390000005717.Euteleostomi.001.nt,AIC,1,nt,54,612,771,653.8333333333334,40.69989105729242,11.74795,1.0957576729559737
ENSGT00390000005717.Euteleostomi.001.nt,AICc,1,nt,54,612,771,653.8333333333334,40.69989105729242,11.74795,1.0957576729559737
ENSGT00390000005717.Euteleostomi.001.nt,BIC,2,nt,54,612,771,653.8333333333334,40.69989105729242,11.74795,1.0957576729559737
ENSGT00390000005730.Euteleostomi.001.nt,AIC,1,nt,61,915,1002,929.6065573770492,12.932231940033386,7.528649999999996,0.668514579234973
ENSGT00390000005730.Euteleostomi.001.nt,AICc,1,nt,61,915,1002,929.6065573770492,12.932231940033386,7.528649999999996,0.668514579234973
ENSGT00390000005730.Euteleostomi.001.nt,BIC,1,nt,61,915,1002,929.6065573770492,12.932231940033386,7.528649999999996,0.668514579234973
ENSGT00390000005767.Euteleostomi.001.nt,AIC,3,nt,55,1098,1326,1204.6909090909091,53.534299398807974,9.369210000000002,1.1807304915824923
ENSGT00390000005767.Euteleostomi.001.nt,AICc,3,nt,55,1098,1326,1204.6909090909091,53.534299398807974,9.369210000000002,1.1807304915824923
ENSGT00390000005767.Euteleostomi.001.nt,BIC,2,nt,55,1098,1326,1204.6909090909091,53.534299398807974,9.369210000000002,1.1807304915824923
ENSGT00390000005922.Euteleostomi.001.nt,AIC,1,nt,61,1500,1566,1524.344262295082,13.123624049656454,4.7170499999999995,0.5001576393442622
ENSGT00390000005922.Euteleostomi.001.nt,AICc,1,nt,61,1500,1566,1524.344262295082,13.123624049656454,4.7170499999999995,0.5001576393442622
ENSGT00390000005922.Euteleostomi.001.nt,BIC,1,nt,61,1500,1566,1524.344262295082,13.123624049656454,4.7170499999999995,0.5001576393442622
ENSGT00390000006046.Euteleostomi.001.nt,AIC,3,nt,51,1809,2586,2082.705882352941,180.7888596255474,6.831000000000003,0.933228768627452
ENSGT00390000006046.Euteleostomi.001.nt,AICc,3,nt,51,1809,2586,2082.705882352941,180.7888596255474,6.831000000000003,0.933228768627452
ENSGT00390000006046.Euteleostomi.001.nt,BIC,2,nt,51,1809,2586,2082.705882352941,180.7888596255474,6.831000000000003,0.933228768627452
ENSGT00390000006208.Euteleostomi.001.nt,AIC,1,nt,62,852,1041,964.9354838709677,48.064802898075875,6.427829999999999,0.6798535854045482
ENSGT00390000006208.Euteleostomi.001.nt,AICc,1,nt,62,852,1041,964.9354838709677,48.064802898075875,6.427829999999999,0.6798535854045482
ENSGT00390000006208.Euteleostomi.001.nt,BIC,3,nt,62,852,1041,964.9354838709677,48.064802898075875,6.427829999999999,0.6798535854045482
ENSGT00390000006494.Euteleostomi.001.nt,AIC,3,nt,56,609,771,668.7321428571429,41.754908724572765,9.283130000000002,0.9753167207792213
ENSGT00390000006494.Euteleostomi.001.nt,AICc,3,nt,56,609,771,668.7321428571429,41.754908724572765,9.283130000000002,0.9753167207792213
ENSGT00390000006494.Euteleostomi.001.nt,BIC,4,nt,56,609,771,668.7321428571429,41.754908724572765,9.283130000000002,0.9753167207792213
ENSGT00390000006647.Euteleostomi.001.nt,AIC,1,nt,54,1398,2949,1502.1666666666667,222.799745096565,4.106340000000001,0.44343552760307575
ENSGT00390000006647.Euteleostomi.001.nt,AICc,1,nt,54,1398,2949,1502.1666666666667,222.799745096565,4.106340000000001,0.44343552760307575
ENSGT00390000006647.Euteleostomi.001.nt,BIC,1,nt,54,1398,2949,1502.1666666666667,222.799745096565,4.106340000000001,0.44343552760307575
ENSGT00390000006788.Euteleostomi.001.nt,AIC,1,nt,62,1647,2106,1869.0967741935483,95.47443390985458,5.533619999999997,0.6932356319407704
ENSGT00390000006788.Euteleostomi.001.nt,AICc,1,nt,62,1647,2106,1869.0967741935483,95.47443390985458,5.533619999999997,0.6932356319407704
ENSGT00390000006788.Euteleostomi.001.nt,BIC,1,nt,62,1647,2106,1869.0967741935483,95.47443390985458,5.533619999999997,0.6932356319407704
ENSGT00390000007252.Euteleostomi.001.nt,AIC,3,nt,59,1140,1479,1337.7457627118645,104.41208035873663,9.664499999999999,1.1037953594389238
ENSGT00390000007252.Euteleostomi.001.nt,AICc,4,nt,59,1140,1479,1337.7457627118645,104.41208035873663,9.664499999999999,1.1037953594389238
ENSGT00390000007252.Euteleostomi.001.nt,BIC,1,nt,59,1140,1479,1337.7457627118645,104.41208035873663,9.664499999999999,1.1037953594389238
ENSGT00390000007443.Euteleostomi.001.nt,AIC,1,nt,62,894,1137,971.6129032258065,37.97641841152915,6.005340000000001,0.5155080327868844
ENSGT00390000007443.Euteleostomi.001.nt,AICc,1,nt,62,894,1137,971.6129032258065,37.97641841152915,6.005340000000001,0.5155080327868844
ENSGT00390000007443.Euteleostomi.001.nt,BIC,1,nt,62,894,1137,971.6129032258065,37.97641841152915,6.005340000000001,0.5155080327868844
ENSGT00390000007586.Euteleostomi.001.nt,AIC,2,nt,60,1485,1737,1680.75,61.23963073763064,9.185199999999998,0.8508729774011274
ENSGT00390000007586.Euteleostomi.001.nt,AICc,2,nt,60,1485,1737,1680.75,61.23963073763064,9.185199999999998,0.8508729774011274
ENSGT00390000007586.Euteleostomi.001.nt,BIC,3,nt,60,1485,1737,1680.75,61.23963073763064,9.185199999999998,0.8508729774011274
ENSGT00390000007681.Euteleostomi.001.nt,AIC,1,nt,57,870,1086,914.6842105263158,61.63491528309979,3.57194,0.4548353132832082
ENSGT00390000007681.Euteleostomi.001.nt,AICc,1,nt,57,870,1086,914.6842105263158,61.63491528309979,3.57194,0.4548353132832082
ENSGT00390000007681.Euteleostomi.001.nt,BIC,1,nt,57,870,1086,914.6842105263158,61.63491528309979,3.57194,0.4548353132832082
ENSGT00390000008002.Euteleostomi.001.nt,AIC,5,nt,58,924,1077,1003.7068965517242,42.87477016282917,8.36801,0.9370029461585007
ENSGT00390000008002.Euteleostomi.001.nt,AICc,5,nt,58,924,1077,1003.7068965517242,42.87477016282917,8.36801,0.9370029461585007
ENSGT00390000008002.Euteleostomi.001.nt,BIC,3,nt,58,924,1077,1003.7068965517242,42.87477016282917,8.36801,0.9370029461585007
ENSGT00390000008162.Euteleostomi.001.nt,AIC,2,nt,52,714,813,743.4807692307693,25.681679122166774,6.317690000000002,0.6059250904977381
ENSGT00390000008162.Euteleostomi.001.nt,AICc,2,nt,52,714,813,743.4807692307693,25.681679122166774,6.317690000000002,0.6059250904977381
ENSGT00390000008162.Euteleostomi.001.nt,BIC,2,nt,52,714,813,743.4807692307693,25.681679122166774,6.317690000000002,0.6059250904977381
ENSGT00390000008164.Euteleostomi.001.nt,AIC,2,nt,56,1149,1365,1321.5535714285713,47.004417449217044,6.032870000000002,0.5124610454545458
ENSGT00390000008164.Euteleostomi.001.nt,AICc,2,nt,56,1149,1365,1321.5535714285713,47.004417449217044,6.032870000000002,0.5124610454545458
ENSGT00390000008164.Euteleostomi.001.nt,BIC,1,nt,56,1149,1365,1321.5535714285713,47.004417449217044,6.032870000000002,0.5124610454545458
ENSGT00390000008279.Euteleostomi.001.nt,AIC,1,nt,62,927,1065,996.8709677419355,29.460996094012188,8.340620000000001,1.136599407720781
ENSGT00390000008279.Euteleostomi.001.nt,AICc,1,nt,62,927,1065,996.8709677419355,29.460996094012188,8.340620000000001,1.136599407720781
ENSGT00390000008279.Euteleostomi.001.nt,BIC,3,nt,62,927,1065,996.8709677419355,29.460996094012188,8.340620000000001,1.136599407720781
ENSGT00390000008456.Euteleostomi.001.nt,AIC,1,nt,54,876,984,896.7777777777778,15.646648524936356,3.429749999999999,0.33911266247379435
ENSGT00390000008456.Euteleostomi.001.nt,AICc,2,nt,54,876,984,896.7777777777778,15.646648524936356,3.429749999999999,0.33911266247379435
ENSGT00390000008456.Euteleostomi.001.nt,BIC,1,nt,54,876,984,896.7777777777778,15.646648524936356,3.429749999999999,0.33911266247379435
ENSGT00390000008527.Euteleostomi.001.nt,AIC,1,nt,57,678,864,737.6315789473684,70.0037324461416,7.325620000000002,0.7037397117794476
ENSGT00390000008527.Euteleostomi.001.nt,AICc,1,nt,57,678,864,737.6315789473684,70.0037324461416,7.325620000000002,0.7037397117794476
ENSGT00390000008527.Euteleostomi.001.nt,BIC,2,nt,57,678,864,737.6315789473684,70.0037324461416,7.325620000000002,0.7037397117794476
ENSGT00390000008565.Euteleostomi.001.nt,AIC,1,nt,61,1740,2001,1817.311475409836,62.357181084353755,7.388300000000004,1.2014375191256832
ENSGT00390000008565.Euteleostomi.001.nt,AICc,1,nt,61,1740,2001,1817.311475409836,62.357181084353755,7.388300000000004,1.2014375191256832
ENSGT00390000008565.Euteleostomi.001.nt,BIC,1,nt,61,1740,2001,1817.311475409836,62.357181084353755,7.388300000000004,1.2014375191256832
ENSGT00390000008822.Euteleostomi.002.nt,AIC,2,nt,58,1053,1305,1201.9655172413793,50.91960140871593,7.670979999999999,0.9203567937084084
ENSGT00390000008822.Euteleostomi.002.nt,AICc,2,nt,58,1053,1305,1201.9655172413793,50.91960140871593,7.670979999999999,0.9203567937084084
ENSGT00390000008822.Euteleostomi.002.nt,BIC,1,nt,58,1053,1305,1201.9655172413793,50.91960140871593,7.670979999999999,0.9203567937084084
ENSGT00390000008958.Euteleostomi.003.nt,AIC,2,nt,55,1194,1746,1455.4363636363637,149.59213234861673,6.9539800000000005,0.5186202828282825
ENSGT00390000008958.Euteleostomi.003.nt,AICc,3,nt,55,1194,1746,1455.4363636363637,149.59213234861673,6.9539800000000005,0.5186202828282825
ENSGT00390000008958.Euteleostomi.003.nt,BIC,2,nt,55,1194,1746,1455.4363636363637,149.59213234861673,6.9539800000000005,0.5186202828282825
ENSGT00390000008991.Euteleostomi.001.nt,AIC,2,nt,63,726,795,758.952380952381,13.13752145749277,6.3169,0.6479460522273431
ENSGT00390000008991.Euteleostomi.001.nt,AICc,3,nt,63,726,795,758.952380952381,13.13752145749277,6.3169,0.6479460522273431
ENSGT00390000008991.Euteleostomi.001.nt,BIC,2,nt,63,726,795,758.952380952381,13.13752145749277,6.3169,0.6479460522273431
ENSGT00390000009222.Euteleostomi.001.nt,AIC,1,nt,56,1650,1761,1714.5535714285713,24.599275409030863,5.686859999999999,0.8697759350649352
ENSGT00390000009222.Euteleostomi.001.nt,AICc,1,nt,56,1650,1761,1714.5535714285713,24.599275409030863,5.686859999999999,0.8697759350649352
ENSGT00390000009222.Euteleostomi.001.nt,BIC,2,nt,56,1650,1761,1714.5535714285713,24.599275409030863,5.686859999999999,0.8697759350649352
ENSGT00390000009278.Euteleostomi.001.nt,AIC,1,nt,50,693,858,754.38,28.532752394111462,9.756560000000004,1.0623902204081626
ENSGT00390000009278.Euteleostomi.001.nt,AICc,1,nt,50,693,858,754.38,28.532752394111462,9.756560000000004,1.0623902204081626
ENSGT00390000009278.Euteleostomi.001.nt,BIC,2,nt,50,693,858,754.38,28.532752394111462,9.756560000000004,1.0623902204081626
ENSGT00390000009331.Euteleostomi.001.nt,AIC,1,nt,60,846,885,858.3,8.515787929944981,6.553699999999999,0.9198569435028251
ENSGT00390000009331.Euteleostomi.001.nt,AICc,2,nt,60,846,885,858.3,8.515787929944981,6.553699999999999,0.9198569435028251
ENSGT00390000009331.Euteleostomi.001.nt,BIC,1,nt,60,846,885,858.3,8.515787929944981,6.553699999999999,0.9198569435028251
ENSGT00390000009391.Euteleostomi.001.nt,AIC,1,nt,50,3177,3663,3411.42,89.40417056427353,4.564369999999999,0.7128940653061239
ENSGT00390000009391.Euteleostomi.001.nt,AICc,1,nt,50,3177,3663,3411.42,89.40417056427353,4.564369999999999,0.7128940653061239
ENSGT00390000009391.Euteleostomi.001.nt,BIC,1,nt,50,3177,3663,3411.42,89.40417056427353,4.564369999999999,0.7128940653061239
ENSGT00390000009532.Euteleostomi.001.nt,AIC,1,nt,62,1083,1686,1188.532258064516,85.34610687519368,7.56446,0.7952127551560009
ENSGT00390000009532.Euteleostomi.001.nt,AICc,1,nt,62,1083,1686,1188.532258064516,85.34610687519368,7.56446,0.7952127551560009
ENSGT00390000009532.Euteleostomi.001.nt,BIC,1,nt,62,1083,1686,1188.532258064516,85.34610687519368,7.56446,0.7952127551560009
ENSGT00390000009595.Euteleostomi.001.nt,AIC,1,nt,62,2451,3930,2723.8548387096776,224.72174756498777,9.064440000000003,0.9786195822316236
ENSGT00390000009595.Euteleostomi.001.nt,AICc,1,nt,62,2451,3930,2723.8548387096776,224.72174756498777,9.064440000000003,0.9786195822316236
ENSGT00390000009595.Euteleostomi.001.nt,BIC,1,nt,62,2451,3930,2723.8548387096776,224.72174756498777,9.064440000000003,0.9786195822316236
ENSGT00390000009763.Euteleostomi.002.nt,AIC,2,nt,54,1617,2046,1765.6666666666667,119.34822998268554,6.308430000000001,0.7610339902166325
